name	reason
reynoutrin	no aromatic nitrogen (cannot coordinate the heme iron)
RG1530	unparseable SMILES
RG2833	no aromatic nitrogen (cannot coordinate the heme iron)
RG4733	no aromatic nitrogen (cannot coordinate the heme iron)
RG7112	49 heavy atoms > 45 (outside applicability domain)
RGX-104	no aromatic nitrogen (cannot coordinate the heme iron)
RHC-80267	no aromatic nitrogen (cannot coordinate the heme iron)
rhein	no aromatic nitrogen (cannot coordinate the heme iron)
rheochrysidin	no aromatic nitrogen (cannot coordinate the heme iron)
rhodamine-123	no aromatic nitrogen (cannot coordinate the heme iron)
RI-1	no aromatic nitrogen (cannot coordinate the heme iron)
ribitol	no aromatic nitrogen (cannot coordinate the heme iron)
riboflavin-tetrabutyrate	47 heavy atoms > 45 (outside applicability domain)
ribostamycin	no aromatic nitrogen (cannot coordinate the heme iron)
ribostamycin-sulfate	unparseable SMILES
ricinoleic-acid	no aromatic nitrogen (cannot coordinate the heme iron)
rifabutin	unparseable SMILES
rifampin	unparseable SMILES
rifamycin	unparseable SMILES
rifamycin-sv	unparseable SMILES
rifapentine	unparseable SMILES
rifaximin	unparseable SMILES
rigosertib	no aromatic nitrogen (cannot coordinate the heme iron)
rilapladib	52 heavy atoms > 45 (outside applicability domain)
rilmenidine	no aromatic nitrogen (cannot coordinate the heme iron)
rimantadine	unparseable SMILES
rimeporide	no aromatic nitrogen (cannot coordinate the heme iron)
rimexolone	unparseable SMILES
riodipine	unparseable SMILES
riodoxol	no aromatic nitrogen (cannot coordinate the heme iron)
RITA	no aromatic nitrogen (cannot coordinate the heme iron)
ritodrine	unparseable SMILES
ritonavir	50 heavy atoms > 45 (outside applicability domain)
rivaroxaban	no aromatic nitrogen (cannot coordinate the heme iron)
rivastigmine	no aromatic nitrogen (cannot coordinate the heme iron)
RN-1	no aromatic nitrogen (cannot coordinate the heme iron)
RN-1734	no aromatic nitrogen (cannot coordinate the heme iron)
RN-1747	no aromatic nitrogen (cannot coordinate the heme iron)
Ro-04-5595	no aromatic nitrogen (cannot coordinate the heme iron)
Ro-106-9920	unparseable SMILES
Ro-1138452	no aromatic nitrogen (cannot coordinate the heme iron)
Ro-20-1724	unparseable SMILES
Ro-25-6981	no aromatic nitrogen (cannot coordinate the heme iron)
Ro-48-8071	no aromatic nitrogen (cannot coordinate the heme iron)
Ro-4987655	no aromatic nitrogen (cannot coordinate the heme iron)
Ro-5263397	no aromatic nitrogen (cannot coordinate the heme iron)
Ro-67-7476	no aromatic nitrogen (cannot coordinate the heme iron)
robalzotan	no aromatic nitrogen (cannot coordinate the heme iron)
rocuronium	no aromatic nitrogen (cannot coordinate the heme iron)
rofecoxib	no aromatic nitrogen (cannot coordinate the heme iron)
rolapitant	no aromatic nitrogen (cannot coordinate the heme iron)
rolipram	unparseable SMILES
rolitetracycline	unparseable SMILES
roluperidone	no aromatic nitrogen (cannot coordinate the heme iron)
rolziracetam	no aromatic nitrogen (cannot coordinate the heme iron)
romidepsin	no aromatic nitrogen (cannot coordinate the heme iron)
ropinirole	no aromatic nitrogen (cannot coordinate the heme iron)
ropivacaine	no aromatic nitrogen (cannot coordinate the heme iron)
rosamicin	no aromatic nitrogen (cannot coordinate the heme iron)
rose-bengal	no aromatic nitrogen (cannot coordinate the heme iron)
rose-bengal-lactone	no aromatic nitrogen (cannot coordinate the heme iron)
rosiptor	no aromatic nitrogen (cannot coordinate the heme iron)
rosmarinic-acid	no aromatic nitrogen (cannot coordinate the heme iron)
rostafuroxine	no aromatic nitrogen (cannot coordinate the heme iron)
rotigotine	no aromatic nitrogen (cannot coordinate the heme iron)
rotundine	no aromatic nitrogen (cannot coordinate the heme iron)
roxarsone	no aromatic nitrogen (cannot coordinate the heme iron)
roxatidine-acetate	no aromatic nitrogen (cannot coordinate the heme iron)
roxithromycin	58 heavy atoms > 45 (outside applicability domain)
RP67580	no aromatic nitrogen (cannot coordinate the heme iron)
RRx-001	no aromatic nitrogen (cannot coordinate the heme iron)
RS-0481	no aromatic nitrogen (cannot coordinate the heme iron)
RS-102221	no aromatic nitrogen (cannot coordinate the heme iron)
RS-102895	no aromatic nitrogen (cannot coordinate the heme iron)
RS-23597-190	no aromatic nitrogen (cannot coordinate the heme iron)
RS-39604	no aromatic nitrogen (cannot coordinate the heme iron)
RS-45041-190	no aromatic nitrogen (cannot coordinate the heme iron)
RS-67333	no aromatic nitrogen (cannot coordinate the heme iron)
RS-67506	no aromatic nitrogen (cannot coordinate the heme iron)
RS-79948	no aromatic nitrogen (cannot coordinate the heme iron)
RSV604	no aromatic nitrogen (cannot coordinate the heme iron)
RTA-408	unparseable SMILES
RU-28318	no aromatic nitrogen (cannot coordinate the heme iron)
RU-58841	no aromatic nitrogen (cannot coordinate the heme iron)
RU-SKI-43	unparseable SMILES
rucinol	no aromatic nitrogen (cannot coordinate the heme iron)
rutin	no aromatic nitrogen (cannot coordinate the heme iron)
RV1729	53 heavy atoms > 45 (outside applicability domain)
RX-821002	unparseable SMILES
S-07662	no aromatic nitrogen (cannot coordinate the heme iron)
S-111	no aromatic nitrogen (cannot coordinate the heme iron)
S-14506	no aromatic nitrogen (cannot coordinate the heme iron)
S-17092	no aromatic nitrogen (cannot coordinate the heme iron)
S-38093	no aromatic nitrogen (cannot coordinate the heme iron)
S-isopropylisothiourea	no aromatic nitrogen (cannot coordinate the heme iron)
S-methylcysteine	no aromatic nitrogen (cannot coordinate the heme iron)
S-nitrosoglutathione	no aromatic nitrogen (cannot coordinate the heme iron)
S-sulfo-L-cysteine	no aromatic nitrogen (cannot coordinate the heme iron)
S-trityl-L-cysteine	no aromatic nitrogen (cannot coordinate the heme iron)
S15535	no aromatic nitrogen (cannot coordinate the heme iron)
S18986	no aromatic nitrogen (cannot coordinate the heme iron)
S4	no aromatic nitrogen (cannot coordinate the heme iron)
S63845	57 heavy atoms > 45 (outside applicability domain)
saccharin	no aromatic nitrogen (cannot coordinate the heme iron)
saclofen	unparseable SMILES
sacubitril	no aromatic nitrogen (cannot coordinate the heme iron)
sacubitrilat	no aromatic nitrogen (cannot coordinate the heme iron)
safflower-yellow	unparseable SMILES
safinamide	no aromatic nitrogen (cannot coordinate the heme iron)
safingol	no aromatic nitrogen (cannot coordinate the heme iron)
safranal	unparseable SMILES
sal003	unparseable SMILES
salicin	no aromatic nitrogen (cannot coordinate the heme iron)
salicyl-alcohol	no aromatic nitrogen (cannot coordinate the heme iron)
salicylamide	no aromatic nitrogen (cannot coordinate the heme iron)
salicylanilide	no aromatic nitrogen (cannot coordinate the heme iron)
salicylic-acid	no aromatic nitrogen (cannot coordinate the heme iron)
salidroside	no aromatic nitrogen (cannot coordinate the heme iron)
salinomycin	53 heavy atoms > 45 (outside applicability domain)
salirasib	no aromatic nitrogen (cannot coordinate the heme iron)
salmeterol	no aromatic nitrogen (cannot coordinate the heme iron)
salsolinol-1-carboxylic-acid	unparseable SMILES
salubrinal	unparseable SMILES
salvianolic-acid-A	no aromatic nitrogen (cannot coordinate the heme iron)
salvianolic-acid-B	52 heavy atoms > 45 (outside applicability domain)
salvinorin-A	no aromatic nitrogen (cannot coordinate the heme iron)
sameridine	no aromatic nitrogen (cannot coordinate the heme iron)
sancycline	unparseable SMILES
saquinavir	49 heavy atoms > 45 (outside applicability domain)
SAR405838	no aromatic nitrogen (cannot coordinate the heme iron)
sarcosine	no aromatic nitrogen (cannot coordinate the heme iron)
sardomozide	no aromatic nitrogen (cannot coordinate the heme iron)
sari-59-801	unparseable SMILES
sarpogrelate	no aromatic nitrogen (cannot coordinate the heme iron)
sasapyrine	no aromatic nitrogen (cannot coordinate the heme iron)
satraplatin	no aromatic nitrogen (cannot coordinate the heme iron)
saxagliptin	no aromatic nitrogen (cannot coordinate the heme iron)
SB-205384	unparseable SMILES
SB-218078	unparseable SMILES
SB-225002	no aromatic nitrogen (cannot coordinate the heme iron)
SB-258585	no aromatic nitrogen (cannot coordinate the heme iron)
SB-268262	unparseable SMILES
SB-269970	no aromatic nitrogen (cannot coordinate the heme iron)
SB-271046	no aromatic nitrogen (cannot coordinate the heme iron)
SB-297006	no aromatic nitrogen (cannot coordinate the heme iron)
SB-328437	no aromatic nitrogen (cannot coordinate the heme iron)
SB-366791	no aromatic nitrogen (cannot coordinate the heme iron)
SB-399885	no aromatic nitrogen (cannot coordinate the heme iron)
SB-415286	no aromatic nitrogen (cannot coordinate the heme iron)
SB-452533	no aromatic nitrogen (cannot coordinate the heme iron)
SB-612111	no aromatic nitrogen (cannot coordinate the heme iron)
SB-657510	no aromatic nitrogen (cannot coordinate the heme iron)
SB-683698	no aromatic nitrogen (cannot coordinate the heme iron)
SB-706375	no aromatic nitrogen (cannot coordinate the heme iron)
SB-743921	no aromatic nitrogen (cannot coordinate the heme iron)
SB-756050	no aromatic nitrogen (cannot coordinate the heme iron)
SBHA	no aromatic nitrogen (cannot coordinate the heme iron)
SC-10	no aromatic nitrogen (cannot coordinate the heme iron)
SC-12267	no aromatic nitrogen (cannot coordinate the heme iron)
SC-19220	no aromatic nitrogen (cannot coordinate the heme iron)
SC-9	no aromatic nitrogen (cannot coordinate the heme iron)
scabertopin	unparseable SMILES
SCH-221510	unparseable SMILES
SCH-23390	no aromatic nitrogen (cannot coordinate the heme iron)
schisandrin-B	no aromatic nitrogen (cannot coordinate the heme iron)
schisandrol-B	no aromatic nitrogen (cannot coordinate the heme iron)
sclareol	unparseable SMILES
sclareolide	no aromatic nitrogen (cannot coordinate the heme iron)
SCMC-Lys	no aromatic nitrogen (cannot coordinate the heme iron)
scopine	no aromatic nitrogen (cannot coordinate the heme iron)
scopolamine	no aromatic nitrogen (cannot coordinate the heme iron)
scopolamine-N-oxide	unparseable SMILES
SCP-1	no aromatic nitrogen (cannot coordinate the heme iron)
scriptaid	no aromatic nitrogen (cannot coordinate the heme iron)
SCS	no aromatic nitrogen (cannot coordinate the heme iron)
SD-2590	no aromatic nitrogen (cannot coordinate the heme iron)
SDM25N	unparseable SMILES
SDZ-205-557	no aromatic nitrogen (cannot coordinate the heme iron)
SDZ-21009	unparseable SMILES
SDZ-220-040	no aromatic nitrogen (cannot coordinate the heme iron)
SDZ-220-581	no aromatic nitrogen (cannot coordinate the heme iron)
SDZ-NKT-343	no aromatic nitrogen (cannot coordinate the heme iron)
SDZ-SER-082	no aromatic nitrogen (cannot coordinate the heme iron)
Se-methylselenocysteine	no aromatic nitrogen (cannot coordinate the heme iron)
secalciferol	no aromatic nitrogen (cannot coordinate the heme iron)
seclazone	unparseable SMILES
seclidemstat	no aromatic nitrogen (cannot coordinate the heme iron)
secnidazole	unparseable SMILES
secoisolariciresinol-_-_	no aromatic nitrogen (cannot coordinate the heme iron)
secoisolariciresinol-diglucoside	48 heavy atoms > 45 (outside applicability domain)
securinine	unparseable SMILES
segesterone-acetate	no aromatic nitrogen (cannot coordinate the heme iron)
seladelpar	no aromatic nitrogen (cannot coordinate the heme iron)
selamectin	unparseable SMILES
selegiline	no aromatic nitrogen (cannot coordinate the heme iron)
selenomethionine	no aromatic nitrogen (cannot coordinate the heme iron)
selfotel	no aromatic nitrogen (cannot coordinate the heme iron)
semagacestat	no aromatic nitrogen (cannot coordinate the heme iron)
semapimod	54 heavy atoms > 45 (outside applicability domain)
semustine	no aromatic nitrogen (cannot coordinate the heme iron)
senicapoc	no aromatic nitrogen (cannot coordinate the heme iron)
sennoside-A	unparseable SMILES
sennoside-protonated	unparseable SMILES
seocalcitol	no aromatic nitrogen (cannot coordinate the heme iron)
seratrodast	unparseable SMILES
sertaconazole	unparseable SMILES
sertraline	no aromatic nitrogen (cannot coordinate the heme iron)
sesamin	no aromatic nitrogen (cannot coordinate the heme iron)
setiptiline	no aromatic nitrogen (cannot coordinate the heme iron)
setmelanotide	78 heavy atoms > 45 (outside applicability domain)
sevoflurane	no aromatic nitrogen (cannot coordinate the heme iron)
SF-11	no aromatic nitrogen (cannot coordinate the heme iron)
SGS-742	no aromatic nitrogen (cannot coordinate the heme iron)
SHA-68	unparseable SMILES
shikimic-acid	unparseable SMILES
SIB-1553A	no aromatic nitrogen (cannot coordinate the heme iron)
SIB-1757	no aromatic nitrogen (cannot coordinate the heme iron)
SID-7969543	unparseable SMILES
siguazodan	unparseable SMILES
silibinin	no aromatic nitrogen (cannot coordinate the heme iron)
silodosin	no aromatic nitrogen (cannot coordinate the heme iron)
silymarin	unparseable SMILES
simeprevir	52 heavy atoms > 45 (outside applicability domain)
simurosertib	unparseable SMILES
simvastatin	unparseable SMILES
sincalide	78 heavy atoms > 45 (outside applicability domain)
sinomenine	no aromatic nitrogen (cannot coordinate the heme iron)
siponimod	no aromatic nitrogen (cannot coordinate the heme iron)
sirolimus	unparseable SMILES
sirtinol	unparseable SMILES
sisomicin	no aromatic nitrogen (cannot coordinate the heme iron)
sisomicin-sulfate	unparseable SMILES
sitosterol	no aromatic nitrogen (cannot coordinate the heme iron)
sivelestat	no aromatic nitrogen (cannot coordinate the heme iron)
SJ-172550	no aromatic nitrogen (cannot coordinate the heme iron)
SJG-136	unparseable SMILES
SK_F-10047-___	no aromatic nitrogen (cannot coordinate the heme iron)
skepinone-L	no aromatic nitrogen (cannot coordinate the heme iron)
SKF-38393	no aromatic nitrogen (cannot coordinate the heme iron)
SKF-77434	no aromatic nitrogen (cannot coordinate the heme iron)
SKF-81297	no aromatic nitrogen (cannot coordinate the heme iron)
SKF-83566	no aromatic nitrogen (cannot coordinate the heme iron)
SKF-89976A	no aromatic nitrogen (cannot coordinate the heme iron)
SKF-91488	no aromatic nitrogen (cannot coordinate the heme iron)
SLV-319-___-_	unparseable SMILES
SM-108	no aromatic nitrogen (cannot coordinate the heme iron)
SM-164	82 heavy atoms > 45 (outside applicability domain)
SM-21	unparseable SMILES
SMI-4a	no aromatic nitrogen (cannot coordinate the heme iron)
SN-2	unparseable SMILES
SN-6	unparseable SMILES
SNAP	unparseable SMILES
SNAP-5089	unparseable SMILES
SNAP-94847	no aromatic nitrogen (cannot coordinate the heme iron)
SNC-80	no aromatic nitrogen (cannot coordinate the heme iron)
SNG-1153	no aromatic nitrogen (cannot coordinate the heme iron)
sobetirome	no aromatic nitrogen (cannot coordinate the heme iron)
soblidotin	50 heavy atoms > 45 (outside applicability domain)
sobrepin	no aromatic nitrogen (cannot coordinate the heme iron)
sobuzoxane	no aromatic nitrogen (cannot coordinate the heme iron)
sodium-ascorbate	unparseable SMILES
sodium-butyrate	no aromatic nitrogen (cannot coordinate the heme iron)
sodium-danshensu	no aromatic nitrogen (cannot coordinate the heme iron)
sodium-dodecyl-sulfate	no aromatic nitrogen (cannot coordinate the heme iron)
sodium-gluconate	no aromatic nitrogen (cannot coordinate the heme iron)
sodium-gualenate	no aromatic nitrogen (cannot coordinate the heme iron)
sodium-monofluorophosphate	no aromatic nitrogen (cannot coordinate the heme iron)
sodium-nitrite	no aromatic nitrogen (cannot coordinate the heme iron)
sodium-nitroprusside	no aromatic nitrogen (cannot coordinate the heme iron)
sodium-orthovanadate	no aromatic nitrogen (cannot coordinate the heme iron)
sodium-stibogluconate	no aromatic nitrogen (cannot coordinate the heme iron)
sodium-tanshinone-II-A-sulfonate	no aromatic nitrogen (cannot coordinate the heme iron)
sodium-tetradecyl-sulfate	unparseable SMILES
sofalcone	no aromatic nitrogen (cannot coordinate the heme iron)
solamargine	unparseable SMILES
solifenacin-succinate	no aromatic nitrogen (cannot coordinate the heme iron)
solithromycin	60 heavy atoms > 45 (outside applicability domain)
solriamfetol	no aromatic nitrogen (cannot coordinate the heme iron)
somantadine	no aromatic nitrogen (cannot coordinate the heme iron)
somatostatin	115 heavy atoms > 45 (outside applicability domain)
sonepiprazole	no aromatic nitrogen (cannot coordinate the heme iron)
sophocarpine	no aromatic nitrogen (cannot coordinate the heme iron)
sorbic-acid	no aromatic nitrogen (cannot coordinate the heme iron)
sorbinil	unparseable SMILES
sorbitan-monostearate	unparseable SMILES
sorbitol	no aromatic nitrogen (cannot coordinate the heme iron)
sotagliflozin	no aromatic nitrogen (cannot coordinate the heme iron)
sotalol	no aromatic nitrogen (cannot coordinate the heme iron)
SP-420	no aromatic nitrogen (cannot coordinate the heme iron)
spaglumic-acid	no aromatic nitrogen (cannot coordinate the heme iron)
sparfosate	no aromatic nitrogen (cannot coordinate the heme iron)
sparteine-_-_	no aromatic nitrogen (cannot coordinate the heme iron)
sparteine-___	no aromatic nitrogen (cannot coordinate the heme iron)
sparteine-sulfate	no aromatic nitrogen (cannot coordinate the heme iron)
spectinomycin	no aromatic nitrogen (cannot coordinate the heme iron)
spermidine	no aromatic nitrogen (cannot coordinate the heme iron)
spermine	no aromatic nitrogen (cannot coordinate the heme iron)
sphingosylphosphorylcholine	unparseable SMILES
spiperone	no aromatic nitrogen (cannot coordinate the heme iron)
spiradoline	no aromatic nitrogen (cannot coordinate the heme iron)
spiramycin	unparseable SMILES
spirobromin	no aromatic nitrogen (cannot coordinate the heme iron)
spironolactone	no aromatic nitrogen (cannot coordinate the heme iron)
spiroxatrine	unparseable SMILES
spizofurone	no aromatic nitrogen (cannot coordinate the heme iron)
splitomycin	no aromatic nitrogen (cannot coordinate the heme iron)
SQ-109	no aromatic nitrogen (cannot coordinate the heme iron)
SQ-22536	unparseable SMILES
squalamine	no aromatic nitrogen (cannot coordinate the heme iron)
squaric-acid-dibutyl-ester	no aromatic nitrogen (cannot coordinate the heme iron)
SR-1078	no aromatic nitrogen (cannot coordinate the heme iron)
SR-11302	no aromatic nitrogen (cannot coordinate the heme iron)
SR-140333	no aromatic nitrogen (cannot coordinate the heme iron)
SR-59230A	no aromatic nitrogen (cannot coordinate the heme iron)
SSR180711	no aromatic nitrogen (cannot coordinate the heme iron)
SSR240612	54 heavy atoms > 45 (outside applicability domain)
ST-1859	no aromatic nitrogen (cannot coordinate the heme iron)
ST-2825	no aromatic nitrogen (cannot coordinate the heme iron)
ST-91	no aromatic nitrogen (cannot coordinate the heme iron)
STAT3-inhibitor-VI	no aromatic nitrogen (cannot coordinate the heme iron)
stattic	no aromatic nitrogen (cannot coordinate the heme iron)
stepronin	unparseable SMILES
stetaderm	no aromatic nitrogen (cannot coordinate the heme iron)
STF-083010	no aromatic nitrogen (cannot coordinate the heme iron)
stigmasterol	no aromatic nitrogen (cannot coordinate the heme iron)
stiripentol	unparseable SMILES
stobadine	no aromatic nitrogen (cannot coordinate the heme iron)
streptomycin	no aromatic nitrogen (cannot coordinate the heme iron)
streptozotocin	no aromatic nitrogen (cannot coordinate the heme iron)
strontium-ranelate	no aromatic nitrogen (cannot coordinate the heme iron)
strychnine	no aromatic nitrogen (cannot coordinate the heme iron)
SU4312	no aromatic nitrogen (cannot coordinate the heme iron)
substance-P	95 heavy atoms > 45 (outside applicability domain)
succinic-acid	no aromatic nitrogen (cannot coordinate the heme iron)
succinobucol	no aromatic nitrogen (cannot coordinate the heme iron)
succinylcholine-chloride	no aromatic nitrogen (cannot coordinate the heme iron)
sucralfate	111 heavy atoms > 45 (outside applicability domain)
sucralose	no aromatic nitrogen (cannot coordinate the heme iron)
sucrose	no aromatic nitrogen (cannot coordinate the heme iron)
sucrose-octaacetate	47 heavy atoms > 45 (outside applicability domain)
sudan-IV	no aromatic nitrogen (cannot coordinate the heme iron)
sufugolix	48 heavy atoms > 45 (outside applicability domain)
sugammadex	128 heavy atoms > 45 (outside applicability domain)
sulbactam	no aromatic nitrogen (cannot coordinate the heme iron)
sulbactam-pivoxil	unparseable SMILES
sulbentine	no aromatic nitrogen (cannot coordinate the heme iron)
sulbutiamine	48 heavy atoms > 45 (outside applicability domain)
sulfabenzamide	no aromatic nitrogen (cannot coordinate the heme iron)
sulfacarbamide	no aromatic nitrogen (cannot coordinate the heme iron)
sulfacetamide	no aromatic nitrogen (cannot coordinate the heme iron)
sulfaguanidine	no aromatic nitrogen (cannot coordinate the heme iron)
sulfanilamide	no aromatic nitrogen (cannot coordinate the heme iron)
sulfanilate-zinc	no aromatic nitrogen (cannot coordinate the heme iron)
sulfanitran	no aromatic nitrogen (cannot coordinate the heme iron)
sulfinpyrazone	unparseable SMILES
sulforaphane	no aromatic nitrogen (cannot coordinate the heme iron)
sulindac	unparseable SMILES
sulisobenzone	no aromatic nitrogen (cannot coordinate the heme iron)
sulmetozine	no aromatic nitrogen (cannot coordinate the heme iron)
suloctidil	unparseable SMILES
sulopenem	unparseable SMILES
sulpiride	unparseable SMILES
sultamicillin	no aromatic nitrogen (cannot coordinate the heme iron)
sultiame	no aromatic nitrogen (cannot coordinate the heme iron)
sultopride	unparseable SMILES
SUN-11602	no aromatic nitrogen (cannot coordinate the heme iron)
suplatast	no aromatic nitrogen (cannot coordinate the heme iron)
suprofen	unparseable SMILES
suramin	86 heavy atoms > 45 (outside applicability domain)
sutezolid	no aromatic nitrogen (cannot coordinate the heme iron)
suxibuzone	no aromatic nitrogen (cannot coordinate the heme iron)
swainsonine	no aromatic nitrogen (cannot coordinate the heme iron)
SY-640	no aromatic nitrogen (cannot coordinate the heme iron)
SYM-2081	no aromatic nitrogen (cannot coordinate the heme iron)
SYM-2206	unparseable SMILES
synephrine	no aromatic nitrogen (cannot coordinate the heme iron)
T-0901317	no aromatic nitrogen (cannot coordinate the heme iron)
T-1095	no aromatic nitrogen (cannot coordinate the heme iron)
T-62	no aromatic nitrogen (cannot coordinate the heme iron)
tabimorelin	no aromatic nitrogen (cannot coordinate the heme iron)
tacalcitol	no aromatic nitrogen (cannot coordinate the heme iron)
tacedinaline	no aromatic nitrogen (cannot coordinate the heme iron)
tacrolimus	57 heavy atoms > 45 (outside applicability domain)
tafluprost	no aromatic nitrogen (cannot coordinate the heme iron)
tagatose	no aromatic nitrogen (cannot coordinate the heme iron)
TAK-220	no aromatic nitrogen (cannot coordinate the heme iron)
TAK-779	no aromatic nitrogen (cannot coordinate the heme iron)
TAK-875	no aromatic nitrogen (cannot coordinate the heme iron)
talabostat	no aromatic nitrogen (cannot coordinate the heme iron)
talampanel	no aromatic nitrogen (cannot coordinate the heme iron)
talaporfin	52 heavy atoms > 45 (outside applicability domain)
talarozole	unparseable SMILES
talinolol	unparseable SMILES
talniflumate	unparseable SMILES
talopram	no aromatic nitrogen (cannot coordinate the heme iron)
talsaclidine	no aromatic nitrogen (cannot coordinate the heme iron)
taltobulin	no aromatic nitrogen (cannot coordinate the heme iron)
TAME	no aromatic nitrogen (cannot coordinate the heme iron)
tamibarotene	no aromatic nitrogen (cannot coordinate the heme iron)
tamoxifen	no aromatic nitrogen (cannot coordinate the heme iron)
tamsulosin	no aromatic nitrogen (cannot coordinate the heme iron)
tanespimycin	unparseable SMILES
tangeritin	no aromatic nitrogen (cannot coordinate the heme iron)
tannic-acid	122 heavy atoms > 45 (outside applicability domain)
tanshinone-I	no aromatic nitrogen (cannot coordinate the heme iron)
tanshinone-IIA	no aromatic nitrogen (cannot coordinate the heme iron)
tapinarof	no aromatic nitrogen (cannot coordinate the heme iron)
tarafenacin	no aromatic nitrogen (cannot coordinate the heme iron)
targinine	no aromatic nitrogen (cannot coordinate the heme iron)
tariquidar	48 heavy atoms > 45 (outside applicability domain)
tartaric-acid	no aromatic nitrogen (cannot coordinate the heme iron)
tasimelteon	no aromatic nitrogen (cannot coordinate the heme iron)
tasisulam	no aromatic nitrogen (cannot coordinate the heme iron)
taurine	no aromatic nitrogen (cannot coordinate the heme iron)
taurocholate	no aromatic nitrogen (cannot coordinate the heme iron)
tauroglycocholate	no aromatic nitrogen (cannot coordinate the heme iron)
taurolidine	no aromatic nitrogen (cannot coordinate the heme iron)
tavaborole	no aromatic nitrogen (cannot coordinate the heme iron)
tavilermide	no aromatic nitrogen (cannot coordinate the heme iron)
taxifolin	no aromatic nitrogen (cannot coordinate the heme iron)
TBOA-_DL_	no aromatic nitrogen (cannot coordinate the heme iron)
TC-E-5002	no aromatic nitrogen (cannot coordinate the heme iron)
TC-E-5006	unparseable SMILES
TC-H-106	no aromatic nitrogen (cannot coordinate the heme iron)
TC-I-15	no aromatic nitrogen (cannot coordinate the heme iron)
TC-I-2000	unparseable SMILES
TC-O-9311	no aromatic nitrogen (cannot coordinate the heme iron)
TC1	unparseable SMILES
TCID	no aromatic nitrogen (cannot coordinate the heme iron)
TCN201	no aromatic nitrogen (cannot coordinate the heme iron)
TCS-2002	unparseable SMILES
TCS-2314	no aromatic nitrogen (cannot coordinate the heme iron)
TCS-3035	no aromatic nitrogen (cannot coordinate the heme iron)
TCS-359	no aromatic nitrogen (cannot coordinate the heme iron)
TCS-5861528	unparseable SMILES
TCS-HDAC6-20b	no aromatic nitrogen (cannot coordinate the heme iron)
tebipenem	unparseable SMILES
tecalcet	no aromatic nitrogen (cannot coordinate the heme iron)
tecovirimat	no aromatic nitrogen (cannot coordinate the heme iron)
teicoplanin	132 heavy atoms > 45 (outside applicability domain)
teicoplanin-A2-1	unparseable SMILES
teicoplanin-A2-3	133 heavy atoms > 45 (outside applicability domain)
teijin-compound-1	no aromatic nitrogen (cannot coordinate the heme iron)
telaprevir	49 heavy atoms > 45 (outside applicability domain)
telenzepine	no aromatic nitrogen (cannot coordinate the heme iron)
telithromycin	58 heavy atoms > 45 (outside applicability domain)
telmesteine	unparseable SMILES
temefos	no aromatic nitrogen (cannot coordinate the heme iron)
temocapril	no aromatic nitrogen (cannot coordinate the heme iron)
temoporfin	52 heavy atoms > 45 (outside applicability domain)
tempol	no aromatic nitrogen (cannot coordinate the heme iron)
temsirolimus	unparseable SMILES
tenapanor	74 heavy atoms > 45 (outside applicability domain)
tenidap	unparseable SMILES
tenilsetam	unparseable SMILES
teniposide	46 heavy atoms > 45 (outside applicability domain)
tenofovir-alafenamide	unparseable SMILES
tenovin-1	no aromatic nitrogen (cannot coordinate the heme iron)
tenovin-6	no aromatic nitrogen (cannot coordinate the heme iron)
tenylidone	no aromatic nitrogen (cannot coordinate the heme iron)
teprenone	no aromatic nitrogen (cannot coordinate the heme iron)
terameprocol	no aromatic nitrogen (cannot coordinate the heme iron)
terazosin	unparseable SMILES
terbinafine	no aromatic nitrogen (cannot coordinate the heme iron)
terbutaline	no aromatic nitrogen (cannot coordinate the heme iron)
terciprazine	unparseable SMILES
terfenadine	unparseable SMILES
terguride	unparseable SMILES
teriflunomide	unparseable SMILES
terlipressin	85 heavy atoms > 45 (outside applicability domain)
terodiline	no aromatic nitrogen (cannot coordinate the heme iron)
teroxirone	unparseable SMILES
terpene	unparseable SMILES
terreic-acid-_-_	no aromatic nitrogen (cannot coordinate the heme iron)
terutroban	no aromatic nitrogen (cannot coordinate the heme iron)
tesaglitazar	no aromatic nitrogen (cannot coordinate the heme iron)
tetrabenazine	no aromatic nitrogen (cannot coordinate the heme iron)
tetracaine	no aromatic nitrogen (cannot coordinate the heme iron)
tetracycline	unparseable SMILES
tetradecylthioacetic-acid	no aromatic nitrogen (cannot coordinate the heme iron)
tetraethylenepentamine	no aromatic nitrogen (cannot coordinate the heme iron)
tetrahydrofolic-acid	unparseable SMILES
tetrahydropapaverine	no aromatic nitrogen (cannot coordinate the heme iron)
tetrahydrouridine	unparseable SMILES
tetrahydrozoline	unparseable SMILES
tetramethylthiuram-monosulfide	no aromatic nitrogen (cannot coordinate the heme iron)
tetramisole	unparseable SMILES
tetrandrine	46 heavy atoms > 45 (outside applicability domain)
tetrazol-5-yl-glycine-_RS_	unparseable SMILES
tetroquinone	no aromatic nitrogen (cannot coordinate the heme iron)
TG-003	no aromatic nitrogen (cannot coordinate the heme iron)
TGX-221	unparseable SMILES
thaliblastine	51 heavy atoms > 45 (outside applicability domain)
thalidomide	unparseable SMILES
theaflavin	no aromatic nitrogen (cannot coordinate the heme iron)
thiamet-g	no aromatic nitrogen (cannot coordinate the heme iron)
thiamphenicol	no aromatic nitrogen (cannot coordinate the heme iron)
thiamylal	unparseable SMILES
thiethylperazine	no aromatic nitrogen (cannot coordinate the heme iron)
