name	reason
chlorhexidine	no aromatic nitrogen (cannot coordinate the heme iron)
chlorindanol	no aromatic nitrogen (cannot coordinate the heme iron)
chlorindione	no aromatic nitrogen (cannot coordinate the heme iron)
chlorisondamine-diiodide	no aromatic nitrogen (cannot coordinate the heme iron)
chlormadinone-acetate	unparseable SMILES
chlormezanone	unparseable SMILES
chlorobutanol	no aromatic nitrogen (cannot coordinate the heme iron)
chlorocresol	no aromatic nitrogen (cannot coordinate the heme iron)
chlorogenic-acid	no aromatic nitrogen (cannot coordinate the heme iron)
chlorophyllin-copper	unparseable SMILES
chloroprocaine	no aromatic nitrogen (cannot coordinate the heme iron)
chlorothiazide	no aromatic nitrogen (cannot coordinate the heme iron)
chlorothymol	no aromatic nitrogen (cannot coordinate the heme iron)
chlorotrianisene	no aromatic nitrogen (cannot coordinate the heme iron)
chloroxylenol	no aromatic nitrogen (cannot coordinate the heme iron)
chlorphenesin	unparseable SMILES
chlorphenoxamine	no aromatic nitrogen (cannot coordinate the heme iron)
chlorphensin-carbamate	unparseable SMILES
chlorproguanil	no aromatic nitrogen (cannot coordinate the heme iron)
chlorpromazine	no aromatic nitrogen (cannot coordinate the heme iron)
chlorpropamide	no aromatic nitrogen (cannot coordinate the heme iron)
chlorpropham	no aromatic nitrogen (cannot coordinate the heme iron)
chlorprothixene	no aromatic nitrogen (cannot coordinate the heme iron)
chlortetracycline	unparseable SMILES
chlorthalidone	unparseable SMILES
cholecalciferol	no aromatic nitrogen (cannot coordinate the heme iron)
cholesterol	no aromatic nitrogen (cannot coordinate the heme iron)
cholic-acid	no aromatic nitrogen (cannot coordinate the heme iron)
choline	no aromatic nitrogen (cannot coordinate the heme iron)
choline-alfoscerate	no aromatic nitrogen (cannot coordinate the heme iron)
CHPG	unparseable SMILES
chromanol-___-_	no aromatic nitrogen (cannot coordinate the heme iron)
_chromanol-293B-_-_-_3R_4S__	no aromatic nitrogen (cannot coordinate the heme iron)
chromocarb	no aromatic nitrogen (cannot coordinate the heme iron)
chrysin	no aromatic nitrogen (cannot coordinate the heme iron)
chrysophanic-acid	no aromatic nitrogen (cannot coordinate the heme iron)
CI-923	unparseable SMILES
CI-966	no aromatic nitrogen (cannot coordinate the heme iron)
CI-976	no aromatic nitrogen (cannot coordinate the heme iron)
ciaftalan-zinc	unparseable SMILES
cianidanol	no aromatic nitrogen (cannot coordinate the heme iron)
cibenzoline	unparseable SMILES
ciclesonide	unparseable SMILES
cicloprofen	unparseable SMILES
CID-16020046	unparseable SMILES
CID-2011756	no aromatic nitrogen (cannot coordinate the heme iron)
CID-5458317	unparseable SMILES
ciglitazone	no aromatic nitrogen (cannot coordinate the heme iron)
cilastatin	no aromatic nitrogen (cannot coordinate the heme iron)
cilazapril	no aromatic nitrogen (cannot coordinate the heme iron)
cilengitide	no aromatic nitrogen (cannot coordinate the heme iron)
cilnidipine	unparseable SMILES
cilomilast	no aromatic nitrogen (cannot coordinate the heme iron)
ciluprevir	55 heavy atoms > 45 (outside applicability domain)
CIM-0216	unparseable SMILES
cimaterol	unparseable SMILES
cimetropium	unparseable SMILES
cinacalcet	no aromatic nitrogen (cannot coordinate the heme iron)
cinaciguat	no aromatic nitrogen (cannot coordinate the heme iron)
cinanserin	no aromatic nitrogen (cannot coordinate the heme iron)
cinepazet	no aromatic nitrogen (cannot coordinate the heme iron)
cinepazide	no aromatic nitrogen (cannot coordinate the heme iron)
cinflumide	no aromatic nitrogen (cannot coordinate the heme iron)
cinnamaldehyde	no aromatic nitrogen (cannot coordinate the heme iron)
cinnarazine	no aromatic nitrogen (cannot coordinate the heme iron)
cinobufotalin	no aromatic nitrogen (cannot coordinate the heme iron)
cinoctramide	no aromatic nitrogen (cannot coordinate the heme iron)
cinoxate	no aromatic nitrogen (cannot coordinate the heme iron)
CINPA-1	no aromatic nitrogen (cannot coordinate the heme iron)
cinromide	no aromatic nitrogen (cannot coordinate the heme iron)
cintirorgon	no aromatic nitrogen (cannot coordinate the heme iron)
cintriamide	no aromatic nitrogen (cannot coordinate the heme iron)
cipemastat	no aromatic nitrogen (cannot coordinate the heme iron)
ciprofibrate	unparseable SMILES
CIQ	unparseable SMILES
cirazoline	no aromatic nitrogen (cannot coordinate the heme iron)
_cis-9_trans-11-conjugated-linoleic-acid_	no aromatic nitrogen (cannot coordinate the heme iron)
cis-aconitic-acid	no aromatic nitrogen (cannot coordinate the heme iron)
cis-ACPD	unparseable SMILES
_cis-exo-camphanediol-2_3_	no aromatic nitrogen (cannot coordinate the heme iron)
cisapride	no aromatic nitrogen (cannot coordinate the heme iron)
cisatracurium	67 heavy atoms > 45 (outside applicability domain)
cisplatin	no aromatic nitrogen (cannot coordinate the heme iron)
citalopram	no aromatic nitrogen (cannot coordinate the heme iron)
citicoline	unparseable SMILES
citiolone	unparseable SMILES
citric-acid	no aromatic nitrogen (cannot coordinate the heme iron)
CKD-712	no aromatic nitrogen (cannot coordinate the heme iron)
CL-225385	no aromatic nitrogen (cannot coordinate the heme iron)
CL316243	no aromatic nitrogen (cannot coordinate the heme iron)
clamikalant	no aromatic nitrogen (cannot coordinate the heme iron)
clanfenur	no aromatic nitrogen (cannot coordinate the heme iron)
clarithromycin	52 heavy atoms > 45 (outside applicability domain)
clavulanate	no aromatic nitrogen (cannot coordinate the heme iron)
clebopride	no aromatic nitrogen (cannot coordinate the heme iron)
clemastine	no aromatic nitrogen (cannot coordinate the heme iron)
clenbuterol	no aromatic nitrogen (cannot coordinate the heme iron)
cleviprex	unparseable SMILES
clidinium	unparseable SMILES
climbazole	unparseable SMILES
clindamycin	no aromatic nitrogen (cannot coordinate the heme iron)
clindamycin-palmitate	no aromatic nitrogen (cannot coordinate the heme iron)
clindamycin-phosphate	no aromatic nitrogen (cannot coordinate the heme iron)
clinofibrate	unparseable SMILES
clobetasol-propionate	unparseable SMILES
clobetasone-butyrate	unparseable SMILES
clobutinol	unparseable SMILES
clocortolone-pivalate	unparseable SMILES
clodronic-acid	no aromatic nitrogen (cannot coordinate the heme iron)
clofedanol	unparseable SMILES
clofibrate	no aromatic nitrogen (cannot coordinate the heme iron)
clofibric-acid	no aromatic nitrogen (cannot coordinate the heme iron)
clofilium	no aromatic nitrogen (cannot coordinate the heme iron)
clofoctol	no aromatic nitrogen (cannot coordinate the heme iron)
clomesone	no aromatic nitrogen (cannot coordinate the heme iron)
clomifene	no aromatic nitrogen (cannot coordinate the heme iron)
clomipramine	no aromatic nitrogen (cannot coordinate the heme iron)
clonidine	no aromatic nitrogen (cannot coordinate the heme iron)
clopamide	no aromatic nitrogen (cannot coordinate the heme iron)
cloperastine	no aromatic nitrogen (cannot coordinate the heme iron)
cloperastine-fendizoate	no aromatic nitrogen (cannot coordinate the heme iron)
clopidogrel	no aromatic nitrogen (cannot coordinate the heme iron)
cloprostenol-___-_	no aromatic nitrogen (cannot coordinate the heme iron)
cloranolol	no aromatic nitrogen (cannot coordinate the heme iron)
clorgiline	no aromatic nitrogen (cannot coordinate the heme iron)
clorotepine	no aromatic nitrogen (cannot coordinate the heme iron)
clorprenaline	no aromatic nitrogen (cannot coordinate the heme iron)
clorsulon	no aromatic nitrogen (cannot coordinate the heme iron)
closantel	no aromatic nitrogen (cannot coordinate the heme iron)
clotiapine	no aromatic nitrogen (cannot coordinate the heme iron)
clozapine	no aromatic nitrogen (cannot coordinate the heme iron)
CMPD-1	no aromatic nitrogen (cannot coordinate the heme iron)
CO-101244	no aromatic nitrogen (cannot coordinate the heme iron)
CO-102862	no aromatic nitrogen (cannot coordinate the heme iron)
cobicistat	54 heavy atoms > 45 (outside applicability domain)
cobimetinib	no aromatic nitrogen (cannot coordinate the heme iron)
coenzyme-A	unparseable SMILES
coenzyme-I	unparseable SMILES
coenzyme-Q10	unparseable SMILES
colchicine	no aromatic nitrogen (cannot coordinate the heme iron)
colforsin	unparseable SMILES
colforsin-daproate	no aromatic nitrogen (cannot coordinate the heme iron)
colfosceril-palmitate	unparseable SMILES
colistimethate	105 heavy atoms > 45 (outside applicability domain)
colistin	unparseable SMILES
combretastatin-A-4	no aromatic nitrogen (cannot coordinate the heme iron)
compound-58112	no aromatic nitrogen (cannot coordinate the heme iron)
compound-w	no aromatic nitrogen (cannot coordinate the heme iron)
convallatoxin	no aromatic nitrogen (cannot coordinate the heme iron)
copanlisib	unparseable SMILES
corosolic-acid	no aromatic nitrogen (cannot coordinate the heme iron)
corticosterone	no aromatic nitrogen (cannot coordinate the heme iron)
cortisone	no aromatic nitrogen (cannot coordinate the heme iron)
cortisone-acetate	no aromatic nitrogen (cannot coordinate the heme iron)
cortodoxone	no aromatic nitrogen (cannot coordinate the heme iron)
costunolide	unparseable SMILES
coumarin	no aromatic nitrogen (cannot coordinate the heme iron)
coumophos	no aromatic nitrogen (cannot coordinate the heme iron)
_CP-105_696_	no aromatic nitrogen (cannot coordinate the heme iron)
CP-471474	no aromatic nitrogen (cannot coordinate the heme iron)
CP-532623	no aromatic nitrogen (cannot coordinate the heme iron)
CP-640186	no aromatic nitrogen (cannot coordinate the heme iron)
CP-775146	no aromatic nitrogen (cannot coordinate the heme iron)
CP-99994	no aromatic nitrogen (cannot coordinate the heme iron)
CPA-inhibitor	unparseable SMILES
CPCCOEt	unparseable SMILES
CPI-1189	no aromatic nitrogen (cannot coordinate the heme iron)
CPI-613	unparseable SMILES
CPP	no aromatic nitrogen (cannot coordinate the heme iron)
CPSI-1306-___-_	unparseable SMILES
creatine	no aromatic nitrogen (cannot coordinate the heme iron)
creatinine	no aromatic nitrogen (cannot coordinate the heme iron)
creatinol-phosphate	no aromatic nitrogen (cannot coordinate the heme iron)
cresol	no aromatic nitrogen (cannot coordinate the heme iron)
cresopirine	no aromatic nitrogen (cannot coordinate the heme iron)
crisaborole	no aromatic nitrogen (cannot coordinate the heme iron)
crisdesalazine	no aromatic nitrogen (cannot coordinate the heme iron)
crolibulin	no aromatic nitrogen (cannot coordinate the heme iron)
cromakalim	no aromatic nitrogen (cannot coordinate the heme iron)
cromoglicic-acid	no aromatic nitrogen (cannot coordinate the heme iron)
crotamiton	no aromatic nitrogen (cannot coordinate the heme iron)
cryptotanshinone	no aromatic nitrogen (cannot coordinate the heme iron)
crystal-violet	unparseable SMILES
CS-110266	no aromatic nitrogen (cannot coordinate the heme iron)
CTS-1027	no aromatic nitrogen (cannot coordinate the heme iron)
CTS21166	63 heavy atoms > 45 (outside applicability domain)
CU-CPT-4a	no aromatic nitrogen (cannot coordinate the heme iron)
CUR-61414	no aromatic nitrogen (cannot coordinate the heme iron)
curcumin	no aromatic nitrogen (cannot coordinate the heme iron)
curcumol	no aromatic nitrogen (cannot coordinate the heme iron)
cutamesine	no aromatic nitrogen (cannot coordinate the heme iron)
CVT-10216	no aromatic nitrogen (cannot coordinate the heme iron)
CX-516	no aromatic nitrogen (cannot coordinate the heme iron)
cyacetacide	no aromatic nitrogen (cannot coordinate the heme iron)
cyamemazine	unparseable SMILES
cyanocobalamin	unparseable SMILES
cyclamic-acid	no aromatic nitrogen (cannot coordinate the heme iron)
cyclandelate	unparseable SMILES
cyclic-AMP	unparseable SMILES
cyclizine	no aromatic nitrogen (cannot coordinate the heme iron)
cyclobenzaprine	no aromatic nitrogen (cannot coordinate the heme iron)
cyclocreatine	no aromatic nitrogen (cannot coordinate the heme iron)
cycloheximide	no aromatic nitrogen (cannot coordinate the heme iron)
cyclopamine	unparseable SMILES
cyclopenthiazide	unparseable SMILES
cyclopentolate	no aromatic nitrogen (cannot coordinate the heme iron)
cyclophosphamide	no aromatic nitrogen (cannot coordinate the heme iron)
cyclopiazonic-acid	unparseable SMILES
cycloserine-_D_	no aromatic nitrogen (cannot coordinate the heme iron)
cyclosporin-A	unparseable SMILES
cyclothiazide	unparseable SMILES
cyclovalone	no aromatic nitrogen (cannot coordinate the heme iron)
cyclovirobuxin-D	no aromatic nitrogen (cannot coordinate the heme iron)
CYM-50358	no aromatic nitrogen (cannot coordinate the heme iron)
cypermethrin	unparseable SMILES
cyproheptadine	no aromatic nitrogen (cannot coordinate the heme iron)
cyproterone-acetate	unparseable SMILES
cysteamine	no aromatic nitrogen (cannot coordinate the heme iron)
cytochalasin-B	unparseable SMILES
D-___-maltose	no aromatic nitrogen (cannot coordinate the heme iron)
D-7193	no aromatic nitrogen (cannot coordinate the heme iron)
D-alpha-tocopheryl-succinate	no aromatic nitrogen (cannot coordinate the heme iron)
D-delta-tocopherol	no aromatic nitrogen (cannot coordinate the heme iron)
D-limonene	no aromatic nitrogen (cannot coordinate the heme iron)
D-phenylalanine	no aromatic nitrogen (cannot coordinate the heme iron)
D-serine	no aromatic nitrogen (cannot coordinate the heme iron)
_D_L-mevalonic-acid-lactone_	unparseable SMILES
D609	no aromatic nitrogen (cannot coordinate the heme iron)
DAA-1106	no aromatic nitrogen (cannot coordinate the heme iron)
dabigatran-etexilate	46 heavy atoms > 45 (outside applicability domain)
daclatasvir	54 heavy atoms > 45 (outside applicability domain)
dactinomycin	90 heavy atoms > 45 (outside applicability domain)
daidzein	no aromatic nitrogen (cannot coordinate the heme iron)
daidzin	no aromatic nitrogen (cannot coordinate the heme iron)
dalargin	unparseable SMILES
dalbavancin	128 heavy atoms > 45 (outside applicability domain)
dalcetrapib	no aromatic nitrogen (cannot coordinate the heme iron)
dalfopristin	unparseable SMILES
daltroban	no aromatic nitrogen (cannot coordinate the heme iron)
daminozide	no aromatic nitrogen (cannot coordinate the heme iron)
danegaptide	no aromatic nitrogen (cannot coordinate the heme iron)
danirixin	no aromatic nitrogen (cannot coordinate the heme iron)
danoprevir	51 heavy atoms > 45 (outside applicability domain)
dantrolene	no aromatic nitrogen (cannot coordinate the heme iron)
dantron	no aromatic nitrogen (cannot coordinate the heme iron)
dapagliflozin	no aromatic nitrogen (cannot coordinate the heme iron)
dapansutrile	no aromatic nitrogen (cannot coordinate the heme iron)
daphnetin	no aromatic nitrogen (cannot coordinate the heme iron)
dapoxetine	no aromatic nitrogen (cannot coordinate the heme iron)
dapsone	no aromatic nitrogen (cannot coordinate the heme iron)
DAPT	no aromatic nitrogen (cannot coordinate the heme iron)
daptomycin	115 heavy atoms > 45 (outside applicability domain)
darapladib	47 heavy atoms > 45 (outside applicability domain)
darifenacin	no aromatic nitrogen (cannot coordinate the heme iron)
darolutamide	unparseable SMILES
darunavir	no aromatic nitrogen (cannot coordinate the heme iron)
dasotraline	no aromatic nitrogen (cannot coordinate the heme iron)
DAU-5884	no aromatic nitrogen (cannot coordinate the heme iron)
daucosterol	no aromatic nitrogen (cannot coordinate the heme iron)
daunorubicin	no aromatic nitrogen (cannot coordinate the heme iron)
DBPR-211	49 heavy atoms > 45 (outside applicability domain)
DBPR108	no aromatic nitrogen (cannot coordinate the heme iron)
DC-260126	no aromatic nitrogen (cannot coordinate the heme iron)
DCP-LA	unparseable SMILES
DCPIB	unparseable SMILES
DDR1-IN-1	no aromatic nitrogen (cannot coordinate the heme iron)
debrisoquin	no aromatic nitrogen (cannot coordinate the heme iron)
decamethonium	no aromatic nitrogen (cannot coordinate the heme iron)
decamethoxine	unparseable SMILES
decernotinib	unparseable SMILES
declopramide	no aromatic nitrogen (cannot coordinate the heme iron)
decloxizine	no aromatic nitrogen (cannot coordinate the heme iron)
deferoxamine-mesylate	no aromatic nitrogen (cannot coordinate the heme iron)
deflazacort	unparseable SMILES
deforolimus	unparseable SMILES
degarelix	117 heavy atoms > 45 (outside applicability domain)
dehydroacetic-acid	no aromatic nitrogen (cannot coordinate the heme iron)
dehydrocholate	unparseable SMILES
dehydrocholate-acid	no aromatic nitrogen (cannot coordinate the heme iron)
dehydroepiandrosterone	no aromatic nitrogen (cannot coordinate the heme iron)
dehydroepiandrosterone-sulfate	no aromatic nitrogen (cannot coordinate the heme iron)
delapril	no aromatic nitrogen (cannot coordinate the heme iron)
delcasertib	201 heavy atoms > 45 (outside applicability domain)
delivert	75 heavy atoms > 45 (outside applicability domain)
delpazolid	no aromatic nitrogen (cannot coordinate the heme iron)
delphinidin	no aromatic nitrogen (cannot coordinate the heme iron)
delta-tocotrienol	no aromatic nitrogen (cannot coordinate the heme iron)
deltarasin	46 heavy atoms > 45 (outside applicability domain)
demecarium	no aromatic nitrogen (cannot coordinate the heme iron)
demeclocycline	unparseable SMILES
denatonium-benzoate	no aromatic nitrogen (cannot coordinate the heme iron)
denopamine	no aromatic nitrogen (cannot coordinate the heme iron)
deoxyarbutin	unparseable SMILES
deoxycholic-acid	no aromatic nitrogen (cannot coordinate the heme iron)
deoxycorticosterone-acetate	no aromatic nitrogen (cannot coordinate the heme iron)
deoxyepinephrine	no aromatic nitrogen (cannot coordinate the heme iron)
deptropine	unparseable SMILES
desipramine	no aromatic nitrogen (cannot coordinate the heme iron)
desisobutyryl-ciclesonide	unparseable SMILES
deslanoside	66 heavy atoms > 45 (outside applicability domain)
deslorelin	93 heavy atoms > 45 (outside applicability domain)
desmethylclozapine	no aromatic nitrogen (cannot coordinate the heme iron)
desmopressin-acetate	74 heavy atoms > 45 (outside applicability domain)
desogestrel	no aromatic nitrogen (cannot coordinate the heme iron)
desonide	unparseable SMILES
desoximetasone	unparseable SMILES
desoxycorticosterone-pivalate	no aromatic nitrogen (cannot coordinate the heme iron)
desoxycortone	no aromatic nitrogen (cannot coordinate the heme iron)
desoxypeganine	no aromatic nitrogen (cannot coordinate the heme iron)
desvenlafaxine	no aromatic nitrogen (cannot coordinate the heme iron)
dexamethasone	unparseable SMILES
dexamethasone-acetate	unparseable SMILES
dexfosfoserine	no aromatic nitrogen (cannot coordinate the heme iron)
dexloxiglumide	no aromatic nitrogen (cannot coordinate the heme iron)
dexniguldipine	unparseable SMILES
dexpanthenol	no aromatic nitrogen (cannot coordinate the heme iron)
dexrazoxane	no aromatic nitrogen (cannot coordinate the heme iron)
dextran	no aromatic nitrogen (cannot coordinate the heme iron)
dextromethorphan	no aromatic nitrogen (cannot coordinate the heme iron)
dextrose	no aromatic nitrogen (cannot coordinate the heme iron)
DFB	no aromatic nitrogen (cannot coordinate the heme iron)
DG-172	no aromatic nitrogen (cannot coordinate the heme iron)
DG051	no aromatic nitrogen (cannot coordinate the heme iron)
diacerein	no aromatic nitrogen (cannot coordinate the heme iron)
diacetamate	no aromatic nitrogen (cannot coordinate the heme iron)
diadenosine-tetraphosphate	unparseable SMILES
dianhydrogalactitol	no aromatic nitrogen (cannot coordinate the heme iron)
diarylpropionitrile	unparseable SMILES
diatrizoic-acid	no aromatic nitrogen (cannot coordinate the heme iron)
diazoxide	no aromatic nitrogen (cannot coordinate the heme iron)
dibekacin	no aromatic nitrogen (cannot coordinate the heme iron)
dibenzepine	no aromatic nitrogen (cannot coordinate the heme iron)
dibenzothiophene	no aromatic nitrogen (cannot coordinate the heme iron)
dibutyl-phthalate	no aromatic nitrogen (cannot coordinate the heme iron)
dichlorisone-acetate	unparseable SMILES
dichloroacetate	no aromatic nitrogen (cannot coordinate the heme iron)
dichlorophen	no aromatic nitrogen (cannot coordinate the heme iron)
dichlorvos	no aromatic nitrogen (cannot coordinate the heme iron)
diclazuril	unparseable SMILES
diclofenac	no aromatic nitrogen (cannot coordinate the heme iron)
diclofenamide	no aromatic nitrogen (cannot coordinate the heme iron)
diclofensine	no aromatic nitrogen (cannot coordinate the heme iron)
dicloralurea	unparseable SMILES
dicoumarol	no aromatic nitrogen (cannot coordinate the heme iron)
dicyclohexylamine	no aromatic nitrogen (cannot coordinate the heme iron)
dicycloverine	no aromatic nitrogen (cannot coordinate the heme iron)
didox	no aromatic nitrogen (cannot coordinate the heme iron)
dienestrol	no aromatic nitrogen (cannot coordinate the heme iron)
dienogest	unparseable SMILES
diethylcarbamazine	no aromatic nitrogen (cannot coordinate the heme iron)
diethylstilbestrol	no aromatic nitrogen (cannot coordinate the heme iron)
diethyltoluamide	no aromatic nitrogen (cannot coordinate the heme iron)
diflorasone-diacetate	unparseable SMILES
diflunisal	no aromatic nitrogen (cannot coordinate the heme iron)
difluprednate	unparseable SMILES
diftalone	no aromatic nitrogen (cannot coordinate the heme iron)
digitoxigenin	no aromatic nitrogen (cannot coordinate the heme iron)
digitoxin	54 heavy atoms > 45 (outside applicability domain)
digoxigenin	no aromatic nitrogen (cannot coordinate the heme iron)
digoxin	55 heavy atoms > 45 (outside applicability domain)
dihomo-gamma-linolenic-acid	no aromatic nitrogen (cannot coordinate the heme iron)
dihydrexidine	no aromatic nitrogen (cannot coordinate the heme iron)
dihydroartemisinin	no aromatic nitrogen (cannot coordinate the heme iron)
dihydromyricetin	no aromatic nitrogen (cannot coordinate the heme iron)
dihydrostreptomycin	80 heavy atoms > 45 (outside applicability domain)
dihydrotachysterol	unparseable SMILES
dihydroxyacetone	no aromatic nitrogen (cannot coordinate the heme iron)
dihydroxyphenylglycine	unparseable SMILES
diiodothyropropionic-acid	no aromatic nitrogen (cannot coordinate the heme iron)
dilazep	no aromatic nitrogen (cannot coordinate the heme iron)
diloxanide	no aromatic nitrogen (cannot coordinate the heme iron)
diltiazem	no aromatic nitrogen (cannot coordinate the heme iron)
dimaprit	no aromatic nitrogen (cannot coordinate the heme iron)
dimemorfan	no aromatic nitrogen (cannot coordinate the heme iron)
dimercaprol	unparseable SMILES
dimercaptosuccinic-acid	no aromatic nitrogen (cannot coordinate the heme iron)
dimesna	no aromatic nitrogen (cannot coordinate the heme iron)
dimethadione	no aromatic nitrogen (cannot coordinate the heme iron)
dimethicone	no aromatic nitrogen (cannot coordinate the heme iron)
dimethyl-fumarate	no aromatic nitrogen (cannot coordinate the heme iron)
dimethyl-isosorbide	unparseable SMILES
dimetindene	unparseable SMILES
diminazene-aceturate	no aromatic nitrogen (cannot coordinate the heme iron)
dinitolmide	no aromatic nitrogen (cannot coordinate the heme iron)
dinoprost	no aromatic nitrogen (cannot coordinate the heme iron)
dinoprostone	no aromatic nitrogen (cannot coordinate the heme iron)
dioscin	61 heavy atoms > 45 (outside applicability domain)
diosgenin	no aromatic nitrogen (cannot coordinate the heme iron)
diosmetin	no aromatic nitrogen (cannot coordinate the heme iron)
diosmin	no aromatic nitrogen (cannot coordinate the heme iron)
dioxybenzone	no aromatic nitrogen (cannot coordinate the heme iron)
dipeptamin	no aromatic nitrogen (cannot coordinate the heme iron)
diperodon	no aromatic nitrogen (cannot coordinate the heme iron)
diphemanil	no aromatic nitrogen (cannot coordinate the heme iron)
diphencyprone	no aromatic nitrogen (cannot coordinate the heme iron)
diphenhydramine	no aromatic nitrogen (cannot coordinate the heme iron)
diphenidol	no aromatic nitrogen (cannot coordinate the heme iron)
diphenyleneiodonium	no aromatic nitrogen (cannot coordinate the heme iron)
diphenylguanidine	no aromatic nitrogen (cannot coordinate the heme iron)
diphenylpyraline	no aromatic nitrogen (cannot coordinate the heme iron)
dipivefrine	no aromatic nitrogen (cannot coordinate the heme iron)
dipyrocetyl	no aromatic nitrogen (cannot coordinate the heme iron)
diquafosol	49 heavy atoms > 45 (outside applicability domain)
dirithromycin	58 heavy atoms > 45 (outside applicability domain)
diroximel-fumarate	no aromatic nitrogen (cannot coordinate the heme iron)
disodium-sebacate	no aromatic nitrogen (cannot coordinate the heme iron)
disulfiram	no aromatic nitrogen (cannot coordinate the heme iron)
dithranol	no aromatic nitrogen (cannot coordinate the heme iron)
ditiocarb-sodium-trihydrate	no aromatic nitrogen (cannot coordinate the heme iron)
ditolylguanidine	no aromatic nitrogen (cannot coordinate the heme iron)
dixanthogen	no aromatic nitrogen (cannot coordinate the heme iron)
dixyrazine	unparseable SMILES
dizocilpine-_-_	no aromatic nitrogen (cannot coordinate the heme iron)
dizocilpine-___	no aromatic nitrogen (cannot coordinate the heme iron)
DMeOB	no aromatic nitrogen (cannot coordinate the heme iron)
DMNB	no aromatic nitrogen (cannot coordinate the heme iron)
DMP-777	no aromatic nitrogen (cannot coordinate the heme iron)
DMPS	unparseable SMILES
DMSO	no aromatic nitrogen (cannot coordinate the heme iron)
dobutamine	no aromatic nitrogen (cannot coordinate the heme iron)
docebenone	unparseable SMILES
docetaxel	58 heavy atoms > 45 (outside applicability domain)
doconexent	no aromatic nitrogen (cannot coordinate the heme iron)
doconexent-ethyl-ester	no aromatic nitrogen (cannot coordinate the heme iron)
docosanol	no aromatic nitrogen (cannot coordinate the heme iron)
docusate	unparseable SMILES
dodecyl-sulfate	no aromatic nitrogen (cannot coordinate the heme iron)
dofetilide	no aromatic nitrogen (cannot coordinate the heme iron)
dolastatin-10	55 heavy atoms > 45 (outside applicability domain)
domiphen	no aromatic nitrogen (cannot coordinate the heme iron)
donepezil	no aromatic nitrogen (cannot coordinate the heme iron)
dopamine	no aromatic nitrogen (cannot coordinate the heme iron)
doramectin	unparseable SMILES
doripenem	no aromatic nitrogen (cannot coordinate the heme iron)
dorzolamide	no aromatic nitrogen (cannot coordinate the heme iron)
dosulepin	no aromatic nitrogen (cannot coordinate the heme iron)
DOTMP	no aromatic nitrogen (cannot coordinate the heme iron)
doxapram	no aromatic nitrogen (cannot coordinate the heme iron)
doxazosin	unparseable SMILES
doxepin	no aromatic nitrogen (cannot coordinate the heme iron)
doxercalciferol	no aromatic nitrogen (cannot coordinate the heme iron)
doxorubicin	no aromatic nitrogen (cannot coordinate the heme iron)
doxycycline	unparseable SMILES
DPC-681	47 heavy atoms > 45 (outside applicability domain)
DPI-201106	unparseable SMILES
DPO-1	no aromatic nitrogen (cannot coordinate the heme iron)
DPPE	no aromatic nitrogen (cannot coordinate the heme iron)
DQP-1105	unparseable SMILES
DR-4485	unparseable SMILES
drofenine	no aromatic nitrogen (cannot coordinate the heme iron)
droloxifene	no aromatic nitrogen (cannot coordinate the heme iron)
dromostanolone-propionate	unparseable SMILES
dronedarone	no aromatic nitrogen (cannot coordinate the heme iron)
dropropizine	unparseable SMILES
drospirenone	no aromatic nitrogen (cannot coordinate the heme iron)
drotaverine	no aromatic nitrogen (cannot coordinate the heme iron)
droxidopa	no aromatic nitrogen (cannot coordinate the heme iron)
droxinostat	no aromatic nitrogen (cannot coordinate the heme iron)
DSPC	unparseable SMILES
DU-728	no aromatic nitrogen (cannot coordinate the heme iron)
duloxetine	no aromatic nitrogen (cannot coordinate the heme iron)
DUP-697	no aromatic nitrogen (cannot coordinate the heme iron)
dutasteride	no aromatic nitrogen (cannot coordinate the heme iron)
DVD-111	no aromatic nitrogen (cannot coordinate the heme iron)
DWK-1339	no aromatic nitrogen (cannot coordinate the heme iron)
DY131	no aromatic nitrogen (cannot coordinate the heme iron)
dyclonine	no aromatic nitrogen (cannot coordinate the heme iron)
dydrogesterone	unparseable SMILES
dynasore	no aromatic nitrogen (cannot coordinate the heme iron)
dyphylline	unparseable SMILES
E-2001	no aromatic nitrogen (cannot coordinate the heme iron)
E-64	no aromatic nitrogen (cannot coordinate the heme iron)
E3330	unparseable SMILES
ebastine	no aromatic nitrogen (cannot coordinate the heme iron)
EBPC	unparseable SMILES
EC-23	no aromatic nitrogen (cannot coordinate the heme iron)
ecabapide	no aromatic nitrogen (cannot coordinate the heme iron)
ecabet	no aromatic nitrogen (cannot coordinate the heme iron)
ecamsule-triethanolamine	unparseable SMILES
echinomycin	unparseable SMILES
ectoine	no aromatic nitrogen (cannot coordinate the heme iron)
edaglitazone	unparseable SMILES
edasalonexent	no aromatic nitrogen (cannot coordinate the heme iron)
edelfosine	unparseable SMILES
editol	unparseable SMILES
edonerpic-maleate	no aromatic nitrogen (cannot coordinate the heme iron)
edrophonium	no aromatic nitrogen (cannot coordinate the heme iron)
EDTMP	no aromatic nitrogen (cannot coordinate the heme iron)
efaproxiral	no aromatic nitrogen (cannot coordinate the heme iron)
efaroxan	no aromatic nitrogen (cannot coordinate the heme iron)
efavirenz	no aromatic nitrogen (cannot coordinate the heme iron)
efinaconazole	unparseable SMILES
efletirizine	no aromatic nitrogen (cannot coordinate the heme iron)
