cid	smiles	pchembl	n_records	types	heavy	verdict	max_tc	nearest_active	in_domain
CHEMBL574288	COc1ccc(OC)c([C@H](O)C#Cc2c(C)nc(N)nc2N)c1	6.14	1	IC50	23	in-envelope-novel	0.117	posaconazole	True
CHEMBL574329	COc1ccc(OC)c(C(C)C#Cc2c(C)nc(N)nc2N)c1	7.32	1	IC50	23	in-envelope-novel	0.11	itraconazole	True
CHEMBL574335	CCC(C#Cc1c(C)nc(N)nc1N)c1cc(OC)c(OC)c(OC)c1	7.35	1	IC50	26	in-envelope-novel	0.107	efinaconazole	True
CHEMBL574336	COc1cc(-c2ccc(C)cc2)cc([C@H](C)C#Cc2c(C)nc(N)nc2N)c1	7.66	1	IC50	28	in-envelope-novel	0.152	bifonazole	True
CHEMBL574553	COc1cc([C@@H](C)C#Cc2c(C)nc(N)nc2N)ccc1-c1ccccc1C	7.57	1	IC50	28	in-envelope-novel	0.13	bifonazole	True
CHEMBL574559	COc1cc(-c2ccccc2)cc(C(O)C#Cc2c(C)nc(N)nc2N)c1	7.04	1	IC50	27	in-envelope-novel	0.19	bifonazole	True
CHEMBL574563	CCc1nc(N)nc(N)c1C#C[C@H](C)c1cc(OC)c(OC)c(OC)c1	7.7	1	IC50	26	in-envelope-novel	0.129	isavuconazole	True
CHEMBL574564	COc1ccc(-c2cc(OC)cc([C@H](C)C#Cc3c(C)nc(N)nc3N)c2)cc1	7.52	1	IC50	29	in-envelope-novel	0.136	bifonazole	True
CHEMBL574741	CC[C@@H](C#Cc1c(C)nc(N)nc1N)c1cc(OC)c(OC)c(OC)c1	7.35	1	IC50	26	in-envelope-novel	0.107	efinaconazole	True
CHEMBL574789	COc1cc([C@@H](C)C#Cc2c(C)nc(N)nc2N)ccc1-c1c(C)cccc1C	7.5	1	IC50	29	in-envelope-novel	0.116	bifonazole	True
CHEMBL574949	COc1cc(-c2ccc(C(C)(C)C)cc2)cc([C@@H](C)C#Cc2c(C)nc(N)nc2N)c1	7.47	1	IC50	31	in-envelope-novel	0.13	isavuconazole	True
CHEMBL574951	COc1cc([C@H](O)C#Cc2cnc(N)nc2N)cc(OC)c1OC	4.92	1	IC50	24	in-envelope-novel	0.127	voriconazole	True
CHEMBL574952	COc1cc([C@@H](O)C#Cc2cnc(N)nc2N)cc(OC)c1OC	4.92	1	IC50	24	in-envelope-novel	0.127	voriconazole	True
CHEMBL575009	COc1cc(-c2cc(C)cc(C)c2)cc([C@H](C)C#Cc2c(C)nc(N)nc2N)c1	7.77	1	IC50	29	in-envelope-novel	0.104	bifonazole	True
CHEMBL575176	COc1cc([C@H](C)C#Cc2c(C)nc(N)nc2N)ccc1-c1c(C(C)C)cccc1C(C)C	7.39	1	IC50	33	in-envelope-novel	0.117	sertaconazole	True
CHEMBL575177	COc1ccc(C)c([C@@H](C#Cc2c(C)nc(N)nc2N)OC)c1	7.32	1	IC50	23	in-envelope-novel	0.11	itraconazole	True
CHEMBL575185	COc1cc(-c2ccccc2C)cc([C@H](C)C#Cc2c(C)nc(N)nc2N)c1	7.35	1	IC50	28	in-envelope-novel	0.129	bifonazole	True
CHEMBL575194	COc1cc(-c2ccccc2)cc([C@@H](O)C#Cc2c(C)nc(N)nc2N)c1	7.04	1	IC50	27	in-envelope-novel	0.19	bifonazole	True
CHEMBL575217	COc1cc(-c2cc(C)cc(C)c2)cc(C(C)C#Cc2c(C)nc(N)nc2N)c1	7.77	1	IC50	29	in-envelope-novel	0.104	bifonazole	True
CHEMBL575218	COc1cc(-c2ccc(C)cc2)cc([C@@H](C)C#Cc2c(C)nc(N)nc2N)c1	7.66	1	IC50	28	in-envelope-novel	0.152	bifonazole	True
CHEMBL575223	CCc1nc(N)nc(N)c1C#CC(C)c1cc(OC)c(OC)c(OC)c1	7.7	1	IC50	26	in-envelope-novel	0.129	isavuconazole	True
CHEMBL575394	COc1cc(-c2c(C(C)C)cccc2C(C)C)cc([C@H](C)C#Cc2c(C)nc(N)nc2N)c1	7.42	1	IC50	33	in-envelope-novel	0.111	bifonazole	True
CHEMBL575410	COc1cc([C@H](C#Cc2c(C)nc(N)nc2N)OC)cc(OC)c1OC	6.5	1	IC50	26	in-envelope-novel	0.096	isavuconazole	True
CHEMBL575626	COc1cc([C@@H](O)C#Cc2c(C)nc(N)nc2N)cc(OC)c1OC	6.01	1	IC50	25	in-envelope-novel	0.109	isavuconazole	True
CHEMBL575627	COc1ccc(OC)c([C@@H](C#Cc2c(C)nc(N)nc2N)OC)c1	6.26	1	IC50	24	in-envelope-novel	0.109	itraconazole	True
CHEMBL575632	COc1cc([C@@H](C)C#Cc2c(C)nc(N)nc2N)ccc1-c1c(C(C)C)cccc1C(C)C	7.39	1	IC50	33	in-envelope-novel	0.117	sertaconazole	True
CHEMBL576960	COc1cc(-c2cc(C)cc(C)c2)cc([C@@H](C)C#Cc2c(C)nc(N)nc2N)c1	7.77	1	IC50	29	in-envelope-novel	0.104	bifonazole	True
CHEMBL576976	COc1cc(-c2c(C)cccc2C)cc([C@H](C)C#Cc2c(C)nc(N)nc2N)c1	7.35	1	IC50	29	in-envelope-novel	0.116	bifonazole	True
CHEMBL577790	COc1cc([C@H](C)C#Cc2c(C)nc(N)nc2N)ccc1-c1c(C)cccc1C	7.5	1	IC50	29	in-envelope-novel	0.116	bifonazole	True
CHEMBL578424	COc1cc(-c2ccc(C(C)(C)C)cc2)cc(C(C)C#Cc2c(C)nc(N)nc2N)c1	7.47	1	IC50	31	in-envelope-novel	0.13	isavuconazole	True
CHEMBL578648	COc1cc(-c2ccc(C(C)(C)C)cc2)cc([C@H](C)C#Cc2c(C)nc(N)nc2N)c1	7.47	1	IC50	31	in-envelope-novel	0.13	isavuconazole	True
CHEMBL582843	COc1cc(C(C#Cc2c(C)nc(N)nc2N)C(C)C)cc(OC)c1OC	7.48	1	IC50	27	in-envelope-novel	0.106	isavuconazole	True
CHEMBL582881	COc1cc([C@H](O)C#Cc2c(C)nc(N)nc2N)cc(OC)c1OC	6.01	1	IC50	25	in-envelope-novel	0.109	isavuconazole	True
CHEMBL583184	COc1cc(-c2ccccc2)cc([C@H](O)C#Cc2c(C)nc(N)nc2N)c1	7.04	1	IC50	27	in-envelope-novel	0.19	bifonazole	True
CHEMBL583570	CCc1nc(N)nc(N)c1C#C[C@@H](C)c1cc(OC)c(OC)c(OC)c1	7.7	1	IC50	26	in-envelope-novel	0.129	isavuconazole	True
CHEMBL583704	COc1cc([C@@H](C#Cc2cnc(N)nc2N)OC)cc(OC)c1OC	5.6	1	IC50	25	in-envelope-novel	0.111	voriconazole	True
CHEMBL584164	COc1cc(-c2ccccc2C)cc([C@@H](C)C#Cc2c(C)nc(N)nc2N)c1	7.35	1	IC50	28	in-envelope-novel	0.129	bifonazole	True
CHEMBL584385	COc1ccc(OC)c([C@@H](O)C#Cc2c(C)nc(N)nc2N)c1	6.14	1	IC50	23	in-envelope-novel	0.117	posaconazole	True
CHEMBL584390	COc1ccc(OC)c(C(C#Cc2c(C)nc(N)nc2N)OC)c1	6.26	1	IC50	24	in-envelope-novel	0.109	itraconazole	True
CHEMBL584391	COc1cc(-c2ccc(C)cc2)cc(C(C)C#Cc2c(C)nc(N)nc2N)c1	7.66	3	IC50	28	in-envelope-novel	0.152	bifonazole	True
CHEMBL585363	COc1ccc(OC)c([C@H](C#Cc2c(C)nc(N)nc2N)OC)c1	6.26	1	IC50	24	in-envelope-novel	0.109	itraconazole	True
CHEMBL589301	O=C([C@@H]1O[C@H]2CN(Cc3ccccc3)C(=O)[C@@H]1O2)N1CCCCC1	7.52	1	IC50	24	out-of-scope	0.144	ketoconazole	False
CHEMBL591191	COc1ccc(C)c([C@H](C#Cc2c(C)nc(N)nc2N)OC)c1	7.32	1	IC50	23	in-envelope-novel	0.11	itraconazole	True
CHEMBL593164	C[C@H]1[C@@H](OC[C@@H](O)[C@@H](O)CO[C@H]2O[C@@H]3O[C@@]4(C)CC[C@H]5[C@H](C)CC[C@@H]([C@H]2C)[C@@]35OO4)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3	5.21	1	IC50	46	out-of-scope	0.104	posaconazole	False
CHEMBL593922	C[C@H]1[C@@H](OCC(O)CO[C@H]2O[C@@H]3O[C@@]4(C)CC[C@H]5[C@H](C)CC[C@@H]([C@H]2C)[C@@]35OO4)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3	6.1	1	IC50	44	out-of-scope	0.104	posaconazole	False
CHEMBL593924	C[C@H]1[C@@H](OCC[C@H](O)CO[C@H]2O[C@@H]3O[C@@]4(C)CC[C@H]5[C@H](C)CC[C@@H]([C@H]2C)[C@@]35OO4)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3	4.99	1	IC50	45	out-of-scope	0.1	posaconazole	False
CHEMBL611026	C=C[C@@H](CO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@@]24OO3)O[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@@]24OO3	5.84	1	IC50	44	out-of-scope	0.083	itraconazole	False
CHEMBL611027	C[C@H]1[C@@H](O[C@@H](CO[C@H]2O[C@@H]3O[C@@]4(C)CC[C@H]5[C@H](C)CC[C@@H]([C@H]2C)[C@@]35OO4)[C@H](O)CO)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3	6.04	1	IC50	46	out-of-scope	0.098	posaconazole	False
CHEMBL611329	C[C@H]1[C@@H](OCC(CO[C@H]2O[C@@H]3O[C@@]4(C)CC[C@H]5[C@H](C)CC[C@@H]([C@H]2C)[C@@]35OO4)OS(C)(=O)=O)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3	5.37	1	IC50	48	out-of-scope	0.092	itraconazole	False
CHEMBL612054	Oc1cccc2c1[nH]c1c(C3=C[C@@]4(O)CC/C=C\CCCCN5CC[C@@H]3[C@]3(CC6/C=C\CCCCN6[C@H]34)C5)nccc12	5.21	1	IC50	42	in-envelope-novel	0.094	ketoconazole	True
CHEMBL1081640	CCOC1OC(c2ccccc2)=Cc2nc3ccccc3cc21	4.7	1	IC50	23	in-envelope-novel	0.148	bifonazole	True
CHEMBL1097906	C=C1C(=O)O[C@@H]2C[C@]34O[C@H]3CC[C@H](C)[C@@]4(C)C[C@]12O	5.11	1	IC50	19	out-of-scope	0.102	ketoconazole	False
CHEMBL1182094	COc1ccc2c(Cc3ccc(C(C)(C)C)cc3)c3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2	4.66	2	IC50	36	in-envelope-novel	0.1	efinaconazole	True
CHEMBL1200596	Oc1c(Cl)cc(Cl)c2cccnc12	5.92	4	IC50	13	in-envelope-novel	0.184	clotrimazole	True
CHEMBL1200883	CCCCCCCCCCCCCCCC[N+](C)(C)CCN(Cc1ccc(OC)cc1)c1ncccn1.[Br-]	4.89	1	IC50	38	in-envelope-novel	0.132	butoconazole	True
CHEMBL1230365	COc1cc(C(C)(C)C#Cc2c(C)nc(N)nc2N)cc(OC)c1OC	7.48	1	IC50	26	in-envelope-novel	0.097	isavuconazole	True
CHEMBL1253514	CCCCCCCCOc1ccc(NC(=O)C(CCCNC(=O)OC(C)(C)C)NC(=O)/C=C/c2ccc(O)c(O)c2)cc1	4.28	1	IC50	43	out-of-scope	0.134	ketoconazole	False
CHEMBL1253515	CCCCCCCCCCCCCCCC(=O)N[C@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)[C@@H](C)CN2C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O	5.1	1	IC50	73	out-of-scope	0.125	posaconazole	False
CHEMBL1254586	CCCCCCCCOc1ccc(NC(=O)C(CCCN)NC(=O)[C@]2(O)C[C@@H](O)[C@@H](O)[C@H](O)C2)cc1	4.28	1	IC50	36	out-of-scope	0.169	posaconazole	False
CHEMBL1254748	CCCCCCCCOc1ccc(NC(=O)C(CCCN)NC(=O)/C=C/c2ccc(O)c(O)c2)cc1	4.66	1	IC50	36	out-of-scope	0.144	ketoconazole	False
CHEMBL1254920	CCCCCCCCOc1ccc(NC(=O)C(NC(=O)/C=C/c2ccc(O)c(O)c2)C(C)OC(C)(C)C)cc1	4.43	1	IC50	39	out-of-scope	0.142	ketoconazole	False
CHEMBL1255007	CCCCCCCCOc1ccc(NC(=O)C(CC(=O)OC(C)(C)C)NC(=O)/C=C/c2ccc(O)c(O)c2)cc1	4.24	1	IC50	40	out-of-scope	0.14	ketoconazole	False
CHEMBL1256729	Cc1ccc(C(=O)N2CCN(c3ccnc4cc(Cl)ccc34)CC2)cc1	5.51	3	IC50	26	in-envelope-novel	0.256	ketoconazole	True
CHEMBL1269393	Oc1ccc(Oc2cc(O)c(O)cc2Br)cc1O	4.17	1	IC50	18	out-of-scope	0.111	oxiconazole	False
CHEMBL1269413	CCCCCCCCCC#CCCCCC(=O)O	4.3	7	IC50	18	out-of-scope	0.071	ketoconazole	False
CHEMBL1269419	Oc1cc(Br)c(Oc2cc(O)c(O)cc2Br)cc1O	4.51	1	IC50	19	out-of-scope	0.086	oxiconazole	False
CHEMBL1269420	O=C(c1ccc(O)c(O)c1)c1ccc(O)c(O)c1	4.65	1	IC50	18	out-of-scope	0.104	fluconazole	False
CHEMBL1269421	O=C(c1cc(O)c(O)c(Br)c1)c1cc(O)c(O)c(Br)c1	5.05	1	IC50	20	out-of-scope	0.098	fluconazole	False
CHEMBL1269459	Oc1ccc(CCc2ccc(O)c(O)c2)cc1O	4.23	1	IC50	18	out-of-scope	0.154	butoconazole	False
CHEMBL1269460	Oc1cc(Br)c(CCc2cc(O)c(O)cc2Br)cc1O	4.67	1	IC50	20	out-of-scope	0.105	oxiconazole	False
CHEMBL1269935	Oc1cc(Oc2cc(O)c(O)c(Br)c2Br)c(Br)c(Br)c1O	4.93	1	IC50	21	out-of-scope	0.1	fluconazole	False
CHEMBL1269936	O=C(c1cc(O)c(O)c(Br)c1)c1cc(O)c(O)c(Br)c1Br	5.58	1	IC50	21	out-of-scope	0.086	fluconazole	False
CHEMBL1270043	Oc1cc(Br)c(CCc2cc(O)c(O)c(Br)c2Br)cc1O	4.83	1	IC50	21	out-of-scope	0.111	fluconazole	False
CHEMBL1270044	Oc1cc(Br)c(COCc2cc(O)c(O)c(Br)c2Br)cc1O	4.81	1	IC50	22	out-of-scope	0.123	oxiconazole	False
CHEMBL1270734	COc1cc(C(C)C#Cc2c(C)nc(N)nc2N)c(OC)cc1-c1ccccc1	7.44	1	IC50	29	in-envelope-novel	0.149	bifonazole	True
CHEMBL1270837	COc1cc(-c2ccccc2)ccc1C(C)C#Cc1c(C)nc(N)nc1N	7.7	1	IC50	27	in-envelope-novel	0.188	bifonazole	True
CHEMBL1275976	CCCCCCCCCCC#CCCCCC(=O)O	4.13	4	IC50	19	out-of-scope	0.071	ketoconazole	False
CHEMBL1276312	CCCCCCCCCCCCCC#CCCCCC(=O)O	4.17	5	IC50	22	out-of-scope	0.071	ketoconazole	False
CHEMBL1313518	O=C(Cn1c2ccc(F)cc2c2nc3n(c(=O)c21)CCS3)N1CCCC1	5.47	2	IC50	26	in-envelope-novel	0.182	efinaconazole	True
CHEMBL1331147	CC1CCN(C(=O)Cn2c3ccccc3c3nc4n(c(=O)c32)CCCS4)CC1	4.795	2	IC50	28	in-envelope-novel	0.138	ketoconazole	True
CHEMBL1360505	O=C(c1ccc(Cl)cc1)N1CCN(c2ccnc3cc(Cl)ccc23)CC1	5.89	3	IC50	26	in-envelope-novel	0.267	ketoconazole	True
CHEMBL1364121	CCN(CCO)CCO.Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl	5.54	1	IC50	21	out-of-scope	0.119	butoconazole	False
CHEMBL1382917	CCN1/C(=C\c2ccc3ccccc3[n+]2CC)Sc2cc(C)ccc21.[I-]	5.55	3	IC50	26	in-envelope-novel	0.1	isavuconazole	True
CHEMBL1418290	O=C(Cn1c2ccccc2c2nc3n(c(=O)c21)CCS3)N1CCCC1	5.84	2	IC50	25	in-envelope-novel	0.115	luliconazole	True
CHEMBL1446034	COc1ccc(-n2nc(C(=O)NCC(=O)NCCC3=CCCCC3)c3ccccc3c2=O)c(OC)c1	7.565	2	EC50	36	in-envelope-novel	0.127	ketoconazole	True
CHEMBL1450615	Cc1ccccc1OCc1n(CC(=O)OC2CC(C)CCC2C(C)C)c2ccccc2[n+]1C.[Cl-]	5.01	3	IC50	34	in-envelope-novel	0.14	ketoconazole	True
CHEMBL1454910	O=[N+]([O-])c1ccc(O)c2ncccc12	6.0	3	IC50	14	in-envelope-novel	0.135	bifonazole	True
CHEMBL1484167	CCC(CO)N1C(C)=CC(=Cc2sc3ccccc3[n+]2Cc2ccccc2)C=C1C.[Br-]	5.77	3	IC50	31	in-envelope-novel	0.127	bifonazole	True
CHEMBL1485000	CCN(CC)CCN1c2ccccc2Sc2ccc3ccccc3c21	5.42	1	IC50	25	out-of-scope	0.119	sertaconazole	False
CHEMBL1519744	CC1CCN(C(=O)Cn2c3ccccc3c3nc4n(c(=O)c32)CCS4)CC1	5.38	2	IC50	27	in-envelope-novel	0.13	ketoconazole	True
CHEMBL1576740	Oc1c2nc3ccc(F)cc3c-2nc2n1CCS2	5.285	2	IC50	18	in-envelope-novel	0.2	efinaconazole	True
CHEMBL1585578	O=C(C1CCCCC1)N1CCN(c2ccnc3cc(Cl)ccc23)CC1	5.4	3	IC50	25	in-envelope-novel	0.256	ketoconazole	True
CHEMBL1630575	CC[C@H](C)C[C@H](C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)[C@@H](NCCN)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@H](O)CCN)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O	7.3	9	IC50	77	out-of-scope	0.125	posaconazole	False
CHEMBL1715130	Oc1c2nc3ccccc3c-2nc2n1CCS2	4.8	1	IC50	17	in-envelope-novel	0.143	bifonazole	True
CHEMBL1724463	CC1CCN(C(=O)Cn2c3ccc(F)cc3c3nc4n(c(=O)c32)CCCS4)CC1	5.25	2	IC50	29	in-envelope-novel	0.181	efinaconazole	True
CHEMBL1778849	O=C(C(=O)N1CCCC1)c1cn(CCCCn2cc(C(=O)C(=O)N3CCCC3)c3ccccc32)c2ccccc12	4.11	1	IC50	40	in-envelope-novel	0.117	ketoconazole	True
CHEMBL1778862	O=C(NCc1ccccc1)C(=O)c1cn(Cc2ccc(Cn3cc(C(=O)C(=O)NCc4ccccc4)c4ccccc43)cc2)c2ccccc12	4.7	1	IC50	50	out-of-domain	0.141	fenticonazole	False
CHEMBL1791178	NC(=O)OCC(O)C(O)C(N)C(=O)NC(C(=O)O)[C@H]1O[C@@H](n2cc(C(=O)O)c(=O)[nH]c2=O)[C@H](O)[C@@H]1O	6.23	1	Ki	36	in-envelope-novel	0.1	posaconazole	True
CHEMBL1791436	CCCCCCCC(=O)NC(Cc1ccccc1)C(=O)NC(C(=O)NC(C(=O)O)[C@H]1O[C@@H](n2cc(C(=O)O)c(=O)[nH]c2=O)[C@H](O)[C@@H]1O)C(O)C(O)COC(N)=O	5.15	1	Ki	56	out-of-domain	0.113	posaconazole	False
CHEMBL1791438	NC(Cc1ccccc1)C(=O)N/C(=C/c1ccccc1)C(=O)NC(C(=O)O)[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@H](O)[C@@H]1O	4.95	1	Ki	42	in-envelope-novel	0.114	fenticonazole	True
CHEMBL1793852	CCC(C)CC(C)CCCCCCCCC(=O)N[C@@H]1C[C@@H](O)[C@@H](NCCN)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](O)CCN)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O	8.89	1	IC50	77	out-of-scope	0.118	posaconazole	False
CHEMBL1818094	CO[C@@H]1O[C@H](OC)[C@](O)(CC[C@H]2/C(=C/OS(=O)(=O)[O-])CC[C@H]3[C@]2(C)CC[C@H]2C(C)(C)CCC[C@]32C)[C@H]1O.[Na+]	4.12	1	IC50	38	out-of-scope	0.083	posaconazole	False
CHEMBL1818096	CC1=CC[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1C[C@@H](OS(=O)(=O)[O-])[C@H](C)CCC/C(C)=C\Cc1cc(O)ccc1O.[Na+]	4.28	1	IC50	39	out-of-scope	0.108	posaconazole	False
CHEMBL1818097	CC1=CCC[C@@H](C)[C@]1(C)CC/C(C)=C/CCC(CCCc1ccoc1)COS(=O)(=O)[O-].[Na+]	4.62	1	IC50	32	out-of-scope	0.114	posaconazole	False
CHEMBL1818098	CC1(C)CCC[C@]2(C)[C@H]3CC/C(=C\OS(=O)(=O)[O-])[C@H](CCc4ccoc4)[C@@]3(C)CC[C@@H]12.C[N+](C)=C(N)N	4.77	1	IC50	37	out-of-scope	0.099	ketoconazole	False
CHEMBL1818099	CC1(C)CCC[C@]2(C)[C@H]3CC/C(=C\OS(=O)(=O)[O-])[C@H](CCc4ccoc4)[C@@]3(C)CC[C@@H]12.[Na+]	5.3	1	IC50	32	out-of-scope	0.096	ketoconazole	False
CHEMBL1818100	CC1(C)CCC[C@]2(C)[C@H]3CC/C(=C\OS(=O)(=O)[O-])[C@H](CCC4=CC(=O)O[C@@H]4O)[C@@]3(C)CC[C@@H]12.[Na+]	4.25	1	IC50	34	out-of-scope	0.109	posaconazole	False
CHEMBL1818102	CO[C@@H]1C=C(CC[C@H]2/C(=C/OS(=O)(=O)[O-])CC[C@H]3[C@]2(C)CC[C@H]2C(C)(C)CCC[C@]32C)C(=O)O1.[Na+]	4.19	1	IC50	35	out-of-scope	0.092	posaconazole	False
CHEMBL1818104	CO[C@H]1C=C(CC[C@H]2/C(=C/OS(=O)(=O)[O-])CC[C@H]3[C@]2(C)CC[C@H]2C(C)(C)CCC[C@]32C)[C@@H](OC)O1.[Na+]	4.06	1	IC50	36	out-of-scope	0.083	posaconazole	False
CHEMBL1818105	CC1(C)CCC[C@]2(C)[C@H]3CC/C(=C\OS(=O)(=O)[O-])[C@H](CCC4=CCNC4=O)[C@@]3(C)CC[C@@H]12.[Na+]	4.21	1	IC50	33	out-of-scope	0.085	ketoconazole	False
CHEMBL1822266	COc1ccc(C(=O)N2CCN(c3ccnc4cc(Cl)ccc34)CC2)cc1	4.82	3	IC50	27	in-envelope-novel	0.289	ketoconazole	True
CHEMBL1822267	O=C(c1ccc(F)cc1)N1CCN(c2ccnc3cc(Cl)ccc23)CC1	5.38	3	IC50	26	in-envelope-novel	0.242	ketoconazole	True
CHEMBL1822268	O=C(c1cccc(Cl)c1)N1CCN(c2ccnc3cc(Cl)ccc23)CC1	5.11	3	IC50	26	in-envelope-novel	0.244	ketoconazole	True
CHEMBL1822269	O=C(c1ccccc1Cl)N1CCN(c2ccnc3cc(Cl)ccc23)CC1	4.85	3	IC50	26	in-envelope-novel	0.256	ketoconazole	True
CHEMBL1822270	O=C(c1ccc(Cl)c(Cl)c1)N1CCN(c2ccnc3cc(Cl)ccc23)CC1	5.68	3	IC50	27	in-envelope-novel	0.256	ketoconazole	True
CHEMBL1822271	O=C(c1ccccc1)N1CCN(c2ccnc3cc(Cl)ccc23)CC1	5.21	3	IC50	25	in-envelope-novel	0.247	ketoconazole	True
CHEMBL1822272	CCCC(=O)N1CCN(c2ccnc3cc(Cl)ccc23)CC1	4.82	3	IC50	22	in-envelope-novel	0.276	ketoconazole	True
CHEMBL1822273	CC(C)C(=O)N1CCN(c2ccnc3cc(Cl)ccc23)CC1	4.98	2	IC50	22	in-envelope-novel	0.264	ketoconazole	True
CHEMBL1822274	O=C(C1CCCC1)N1CCN(c2ccnc3cc(Cl)ccc23)CC1	5.28	3	IC50	24	in-envelope-novel	0.258	ketoconazole	True
CHEMBL1822275	O=C(Nc1ccc(Cl)cc1)N1CCN(c2ccnc3cc(Cl)ccc23)CC1	5.38	3	IC50	27	in-envelope-novel	0.273	ketoconazole	True
CHEMBL1822276	O=C(c1ccc(Cl)nc1)N1CCN(c2ccnc3cc(Cl)ccc23)CC1	4.96	3	IC50	26	in-envelope-novel	0.239	ketoconazole	True
CHEMBL1822277	O=C(c1ccc(Cl)cn1)N1CCN(c2ccnc3cc(Cl)ccc23)CC1	5.31	3	IC50	26	in-envelope-novel	0.244	ketoconazole	True
CHEMBL1822278	O=C(c1csc2ccccc12)N1CCN(c2ccnc3cc(Cl)ccc23)CC1	5.4	3	IC50	28	in-envelope-novel	0.227	ketoconazole	True
CHEMBL1822279	O=C(c1ccc(Cl)cc1)N1CCN(c2ccnc3ccc(Cl)cc23)CC1	5.41	2	IC50	26	in-envelope-novel	0.267	ketoconazole	True
CHEMBL1822280	COc1ccc2c(N3CCN(C(=O)c4ccc(Cl)cc4)CC3)ccnc2c1	5.09	2	IC50	27	in-envelope-novel	0.289	ketoconazole	True
CHEMBL1822281	Cc1cc(N2CCN(C(=O)c3ccc(Cl)cc3)CC2)c2ccccc2n1	5.14	1	IC50	26	in-envelope-novel	0.231	ketoconazole	True
CHEMBL1822282	O=C(c1ccc(Cl)cc1)N1CCN(c2ccnc3ccccc23)CC1	5.035	2	IC50	25	in-envelope-novel	0.239	ketoconazole	True
CHEMBL1822283	O=C(c1ccc(Cl)cc1)N1CCN(c2ccccn2)CC1	4.62	1	IC50	21	in-envelope-novel	0.253	ketoconazole	True
CHEMBL1822284	O=C(c1ccc(Cl)cc1)N1CCN(c2cccnc2)CC1	5.14	1	IC50	21	in-envelope-novel	0.28	ketoconazole	True
CHEMBL1822285	O=C(c1ccc(Cl)cc1)N1CCN(c2ccncc2)CC1	5.14	1	IC50	21	in-envelope-novel	0.312	ketoconazole	True
CHEMBL1822286	Cc1ccc(N2CCN(C(=O)c3ccc(Cl)cc3)CC2)nn1	4.88	2	IC50	22	in-envelope-novel	0.235	ketoconazole	True
CHEMBL1822287	O=C(c1ccc(Cl)cc1)N1CCN(c2ncccn2)CC1	4.945	2	IC50	21	in-envelope-novel	0.278	ketoconazole	True
CHEMBL1822288	O=C(c1ccc(Cl)cc1)N1CCN(c2cnccn2)CC1	4.85	2	IC50	21	in-envelope-novel	0.265	ketoconazole	True
CHEMBL1822289	O=C(c1ccc(Cl)cc1)N1CCN(c2ncnc3ccccc23)CC1	5.14	2	IC50	25	in-envelope-novel	0.225	ketoconazole	True
CHEMBL1822290	O=C(c1ccc(Cl)cc1)N1CCN(c2nc3ccccc3s2)CC1	5.115	2	IC50	24	in-envelope-novel	0.211	ketoconazole	True
CHEMBL1822291	Cn1ccnc1N1CCN(C(=O)c2ccc(Cl)cc2)CC1	5.21	1	IC50	21	in-envelope-novel	0.277	ketoconazole	True
CHEMBL1822292	O=C(c1ccc(Cl)cc1)N1CCN(c2nccs2)CC1	4.94	2	IC50	20	in-envelope-novel	0.25	ketoconazole	True
CHEMBL1822293	O=C(c1ccc(Cl)cc1)N1CCN(c2ccc(Cl)cc2)CC1	4.89	2	IC50	22	out-of-scope	0.297	ketoconazole	False
CHEMBL1828676	CCC[C@H](N)c1nc2ccccc2n1Cc1ccc(Cl)cc1	5.7	1	IC50	22	in-envelope-novel	0.239	butoconazole	True
