cid	smiles	pchembl	n_records	types	heavy	verdict	max_tc	nearest_active	in_domain
CHEMBL1828677	CC(C)(N)c1nc2ccccc2n1Cc1ccc(Cl)cc1	5.3	1	IC50	21	in-envelope-novel	0.215	butoconazole	True
CHEMBL1828678	Cc1cccc(Cn2c([C@@H](N)C(C)C)nc3ccccc32)c1	5.48	1	IC50	22	in-envelope-novel	0.148	bifonazole	True
CHEMBL1828679	CC(C)[C@H](N)c1nc2ccccc2n1Cc1cccc(F)c1	5.66	1	IC50	22	in-envelope-novel	0.182	voriconazole	True
CHEMBL1828680	C[C@H](N)c1nc2ccccc2n1Cc1cccc(Cl)c1	5.11	1	IC50	20	in-envelope-novel	0.197	fenticonazole	True
CHEMBL1831234	CC(C)[C@H](N)c1nc2ccccc2n1Cc1cccc(Cl)c1	6.12	1	IC50	22	in-envelope-novel	0.192	fenticonazole	True
CHEMBL1831235	CC(C)C[C@H](N)c1nc2ccccc2n1Cc1ccc(Cl)cc1	5.4	1	IC50	23	in-envelope-novel	0.221	butoconazole	True
CHEMBL1831236	CCC[C@H](N)c1nc2ccccc2n1Cc1cccc(C)c1	5.7	1	IC50	22	in-envelope-novel	0.147	butoconazole	True
CHEMBL1873833	CCN(CC)C(=O)Cn1c2ccccc2c2nc3n(c(=O)c21)CCS3	5.64	1	IC50	25	in-envelope-novel	0.148	efinaconazole	True
CHEMBL1908377	Cc1cc(/C=C/c2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1.Cc1cc(/C=C/c2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1.O=C([O-])c1cc2ccccc2c(Cc2c(O)c(C(=O)[O-])cc3ccccc23)c1O	5.17	1	IC50	87	out-of-domain	0.096	ketoconazole	False
CHEMBL1911793	O=[N+]([O-])c1cccc(S(=O)(=O)OC(CNCc2ccccc2)c2ccccc2)c1	4.51	1	IC50	29	out-of-scope	0.141	fenticonazole	False
CHEMBL1911794	O=S(=O)(OC(CNCc1ccccc1)c1ccccc1)c1c(Cl)cccc1Cl	4.74	1	IC50	28	out-of-scope	0.184	fenticonazole	False
CHEMBL1911795	O=S(=O)(OC(CNCc1ccccc1)c1ccccc1)c1ccc(F)cc1	4.38	1	IC50	27	out-of-scope	0.153	bifonazole	False
CHEMBL1911799	CC(C)(C)OC(=O)N(Cc1ccccc1)CC(OS(=O)(=O)c1ccc(F)cc1)c1ccccc1	5.82	1	IC50	34	out-of-scope	0.138	voriconazole	False
CHEMBL1911800	Cc1cc(C)cc(S(=O)(=O)OC(CN(Cc2ccccc2)C(=O)OC(C)(C)C)c2ccccc2)c1	4.38	1	IC50	35	out-of-scope	0.145	bifonazole	False
CHEMBL1911802	CC(C)(C)OC(=O)N(Cc1ccccc1)CC(OS(=O)(=O)c1ccc(C#N)cc1)c1ccccc1	5.07	1	IC50	35	out-of-scope	0.162	isavuconazole	False
CHEMBL1911804	CC(C)(C)OC(=O)N(Cc1ccccc1)CC(OS(=O)(=O)c1ccccc1C(F)(F)F)c1ccccc1	5.19	1	IC50	37	out-of-scope	0.127	bifonazole	False
CHEMBL1911806	Cc1ccc(S(=O)(=O)OC(CN(Cc2ccccc2)C(=O)OC(C)(C)C)c2ccccc2)cc1	5.39	1	IC50	34	out-of-scope	0.147	bifonazole	False
CHEMBL1911807	CC(C)(C)OC(=O)N(Cc1ccccc1)CC(OS(=O)(=O)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-])c1ccccc1	6.27	1	IC50	39	out-of-scope	0.124	fenticonazole	False
CHEMBL1911808	CC(C)c1cc(C(C)C)c(S(=O)(=O)OC(CN(Cc2ccccc2)C(=O)OC(C)(C)C)c2ccccc2)c(C(C)C)c1	4.9	1	IC50	42	out-of-scope	0.143	fenticonazole	False
CHEMBL1922393	CCCCCC(c1cc(Br)c(O)cc1O)c1cc(Br)c(O)cc1O	4.55	1	IC50	24	out-of-scope	0.111	efinaconazole	False
CHEMBL1922394	Oc1ccc(C(c2cc(Br)c(O)cc2O)c2cc(Br)c(O)cc2O)cc1	4.59	1	IC50	26	out-of-scope	0.122	bifonazole	False
CHEMBL1922395	Oc1cc(O)c(C(c2cc(Br)c(O)cc2O)c2c(Cl)cccc2Cl)cc1Br	4.75	1	IC50	27	out-of-scope	0.18	butoconazole	False
CHEMBL1922396	O=[N+]([O-])c1cccc(C(c2cc(Br)c(O)cc2O)c2cc(Br)c(O)cc2O)c1	4.57	1	IC50	28	out-of-scope	0.121	bifonazole	False
CHEMBL1922397	O=[N+]([O-])c1ccc(C(c2cc(Br)c(O)cc2O)c2cc(Br)c(O)cc2O)cc1	4.68	1	IC50	28	out-of-scope	0.107	bifonazole	False
CHEMBL1922398	CCCCCC(c1ccc(O)cc1O)c1cc(Br)c(O)cc1O	4.33	1	IC50	23	out-of-scope	0.13	miconazole	False
CHEMBL1922399	Oc1ccc(C(c2ccc(O)cc2O)c2cc(Br)c(O)cc2O)cc1	4.04	1	IC50	25	out-of-scope	0.125	miconazole	False
CHEMBL1922400	Oc1ccc(C(c2cc(Br)c(O)cc2O)c2c(Cl)cccc2Cl)c(O)c1	4.1	1	IC50	26	out-of-scope	0.187	sertaconazole	False
CHEMBL1922401	O=[N+]([O-])c1cccc(C(c2ccc(O)cc2O)c2cc(Br)c(O)cc2O)c1	4.16	1	IC50	27	out-of-scope	0.116	sertaconazole	False
CHEMBL1922402	O=[N+]([O-])c1ccc(C(c2ccc(O)cc2O)c2cc(Br)c(O)cc2O)cc1	4.38	1	IC50	27	out-of-scope	0.11	miconazole	False
CHEMBL1923809	C/C=C1\NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](C(C)C)NC(=O)[C@@H]([C@@H](C)CC)NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](CCCNCc2ccc(F)c(C)c2)NC(=O)[C@H]2CCCN2C(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)CCCC(C)C)C(C)C)[C@@H](C)O)C(C)C)C(C)C)[C@@H](C)CC)[C@@H](C)OC(=O)[C@H](C(C)C)NC1=O	5.44	1	IC50	114	out-of-scope	0.139	posaconazole	False
CHEMBL1923810	C/C=C1\NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](C(C)C)NC(=O)[C@@H]([C@@H](C)CC)NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](CCCNCc2ccc(N3CCOCC3)cc2)NC(=O)[C@H]2CCCN2C(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)CCCC(C)C)C(C)C)[C@@H](C)O)C(C)C)C(C)C)[C@@H](C)CC)[C@@H](C)OC(=O)[C@H](C(C)C)NC1=O	5.24	1	IC50	118	out-of-scope	0.141	posaconazole	False
CHEMBL1950092	CCCCCCCCNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCCNC(=O)[C@@H](N)CCCCNC(=O)OCc1ccccc1Cl)NC(=O)[C@@H](N)CCCCNC(=O)OCc1ccccc1Cl.Cl.Cl	4.77	1	EC50	71	out-of-scope	0.163	butoconazole	False
CHEMBL1950093	CCCCCCCCCCCCNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCCNC(=O)[C@@H](N)CCCCNC(=O)OCc1ccccc1Cl)NC(=O)[C@@H](N)CCCCNC(=O)OCc1ccccc1Cl.Cl.Cl	4.89	1	EC50	75	out-of-scope	0.163	butoconazole	False
CHEMBL1976562	CC1OC(CC(=O)O)Cc2c(O)c3c(c(O)c21)C(=O)C=C(C1=CC(=O)c2c(O)c4c(c(O)c2C1=O)CC(CC(=O)O)OC4C)C3=O	5.48	1	IC50	46	out-of-scope	0.12	ketoconazole	False
CHEMBL2016590	CCN(CC)C(=O)Cn1c2ccc(F)cc2c2nc3n(c(=O)c21)CCS3	6.3	1	IC50	26	in-envelope-novel	0.221	efinaconazole	True
CHEMBL2017768	O=C(Cn1c2ccc(F)cc2c2nc3n(c(=O)c21)CCS3)N1CCCCC1	6.3	1	IC50	27	in-envelope-novel	0.18	efinaconazole	True
CHEMBL2017769	O=C(Cn1c2ccc(F)cc2c2nc3n(c(=O)c21)CCS3)N1CCC(F)(F)CC1	6.16	1	IC50	29	in-envelope-novel	0.187	efinaconazole	True
CHEMBL2017770	O=C(Cn1c2ccc(F)cc2c2nc3n(c(=O)c21)CCS3)N1CCCCCC1	5.66	1	IC50	28	in-envelope-novel	0.18	efinaconazole	True
CHEMBL2017771	O=C(Cn1c2ccc(F)cc2c2nc3n(c(=O)c21)CCS3)N1CC=CC1	6.3	1	IC50	26	in-envelope-novel	0.18	efinaconazole	True
CHEMBL2017772	O=C(Cn1c2ccc(F)cc2c2nc3n(c(=O)c21)CCS3)N1CCC(F)(F)C1	5.96	2	IC50	28	in-envelope-novel	0.183	efinaconazole	True
CHEMBL2017773	COC(=O)Cn1c2ccc(F)cc2c2nc3n(c(=O)c21)CCS3	5.34	2	IC50	23	in-envelope-novel	0.195	efinaconazole	True
CHEMBL2017776	O=C(Cn1c2ccccc2c2nc3n(c(=O)c21)CCS3)N1CCCCC1	5.63	2	IC50	26	in-envelope-novel	0.114	luliconazole	True
CHEMBL2017778	O=C(Cn1c2ccccc2c2nc3n(c(=O)c21)CCS3)N1CCOCC1	5.275	2	IC50	26	in-envelope-novel	0.132	ketoconazole	True
CHEMBL2017779	CN1CCN(C(=O)Cn2c3ccccc3c3nc4n(c(=O)c32)CCS4)CC1	4.9	2	IC50	27	in-envelope-novel	0.132	ketoconazole	True
CHEMBL2017780	O=C(Cn1c2ccccc2c2nc3n(c(=O)c21)CCS3)N1CC=CC1	5.63	2	IC50	25	in-envelope-novel	0.114	luliconazole	True
CHEMBL2017781	O=C(Cn1c2ccccc2c2nc3n(c(=O)c21)CCS3)N1CCC(F)(F)C1	5.11	2	IC50	27	in-envelope-novel	0.126	efinaconazole	True
CHEMBL2017783	O=C(Cn1c2ccccc2c2nc3n(c(=O)c21)CCS3)NCCc1ccc(Cl)cc1	4.63	1	IC50	30	in-envelope-novel	0.214	butoconazole	True
CHEMBL2017784	COC(=O)Cn1c2ccccc2c2nc3n(c(=O)c21)CCS3	4.99	2	IC50	22	in-envelope-novel	0.125	ketoconazole	True
CHEMBL2042021	CC1(C)C=Cc2c(ccc3c2[N+]([O-])=C2C(C)(C)[C@@H]4C[C@]56CCCN5C(=O)[C@]4(NC6=O)[C@H]4N5C(=O)[C@@]67CCCN6C(=O)[C@@]56[C@H](c5c([nH]c8c9c(ccc58)OC(C)(C)C=C9)C(C)(C)[C@@H]6C7)[C@]234)O1	5.85	1	IC50	65	out-of-domain	0.119	posaconazole	False
CHEMBL2042023	CC1(C)C=Cc2c(ccc3c4c([nH]c23)C(C)(C)[C@@H]2C[C@]35CCCN3C(=O)[C@]2(NC5=O)[C@H]4O)O1	4.01	1	IC50	33	in-envelope-novel	0.123	posaconazole	True
CHEMBL2042024	CC1(C)C=Cc2c(ccc3c4c([nH]c23)C(C)(C)[C@@H]2C[C@]35CCCN3C(=O)[C@@]2(C4)NC5=O)O1	4.26	1	IC50	32	in-envelope-novel	0.116	posaconazole	True
CHEMBL2042025	CC1(C)C=Cc2c(ccc3c2[N+]([O-])=C2C3=C[C@@]34NC(=O)[C@]5(CCCN5C3=O)C[C@H]4C2(C)C)O1	4.36	1	IC50	33	out-of-scope	0.122	posaconazole	False
CHEMBL2042026	CC1(C)C=Cc2c(ccc3c2[N+]([O-])=C2C(C)(C)[C@@H]4C[C@]56CCCN5C(=O)[C@]4(NC6=O)[C@H]4N5C(=O)[C@@]67CCCN6C(=O)[C@@]56[C@@H]([C@]234)[C@]2(O)C(=[N+]([O-])c3c2ccc2c3C=CC(C)(C)O2)C(C)(C)[C@@H]6C7)O1	4.33	1	IC50	67	out-of-scope	0.133	posaconazole	False
CHEMBL2042027	C/C=C/C=C/C=C/[C@H]1C[C@@H](O)CC(=O)[C@@H]1C	4.49	1	IC50	16	out-of-scope	0.087	posaconazole	False
CHEMBL2042028	C/C=C/C=C/C=C/[C@H]1C[C@@H](O)C[C@@H](O)[C@@H]1C	4.01	1	IC50	16	out-of-scope	0.059	posaconazole	False
CHEMBL2047351	CC(C)[C@@H]1OC(=O)/C=C/C=C/C=C/C=C/C=C/C=C/C[C@@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@@H](O)C[C@H](O)C[C@@H](O)C[C@@H](O)C[C@@H](O)CC[C@@H]1C	4.93	1	IC50	50	out-of-scope	0.119	posaconazole	False
CHEMBL2048337	O=C(c1ccc(O)cc1)c1nccc2c1[nH]c1ccc(Br)cc12	4.3	1	IC50	23	in-envelope-novel	0.117	oxiconazole	True
CHEMBL2048341	Oc1ccc(C(O)c2nccc3c2[nH]c2ccccc23)cc1	4.16	1	IC50	22	in-envelope-novel	0.2	bifonazole	True
CHEMBL2063002	CC(=O)O[C@H]1C[C@@H](O)C[C@H](O)C[C@@H](O)[C@@H]2O[C@H]2[C@@H](C)[C@@H]([C@@H](C)[C@@H](O)[C@H](C)[C@@H](O)[C@@H](C)[C@@H](C)O[C@H]2CC[C@H](O[C@@H]3CC[C@@H](OC(=O)[C@H](C)[C@@H](O)/C(C)=C/c4ccc5c(c4)C(=O)C=CC5=O)[C@H](C)O3)[C@H](C)O2)OC(=O)/C=C/[C@H](C)[C@@H](O)C[C@H](O)/C=C/CC[C@@H](C)[C@@H](O)[C@H](O)[C@@]2(O)O[C@@H](C1)C[C@@H](O)[C@@H]2O	5.91	1	IC50	102	out-of-scope	0.133	posaconazole	False
CHEMBL2103748	CCCCCCCCOc1ccc(C(=O)N[C@H]2C[C@@H](O)[C@@H](O)NC(=O)[C@@H]3[C@@H](O)[C@@H](C)CN3C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c3ccc(O)cc3)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@H]([C@@H](C)O)NC2=O)cc1	6.0	1	IC50	73	out-of-scope	0.159	posaconazole	False
CHEMBL2171697	C[N+](C)(C)c1ccc(-c2c3nc(c(-c4ccc([N+](C)(C)C)cc4)c4ccc([nH]4)c(-c4ccc([N+](C)(C)C)cc4)c4nc(c(-c5ccc([N+](C)(C)C)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1	6.64	1	IC50	64	out-of-domain	0.115	bifonazole	False
CHEMBL2171698	C[N+](C)(C)c1ccc(-c2c3nc(c(-c4ccc([N+](C)(C)C)cc4)c4ccc([nH]4)c(-c4ccc([N+](C)(C)C)cc4)c4nc(c(-c5ccc(C(F)(F)F)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1	6.8	1	IC50	64	out-of-domain	0.125	isavuconazole	False
CHEMBL2204150	O=C1O/C(=C\c2ccc(O)c(Br)c2)C(c2ccc(O)c(Br)c2)=C1C(=O)c1cc(Br)c(O)c(Br)c1	4.77	1	IC50	34	out-of-scope	0.107	ketoconazole	False
CHEMBL2204151	O=C1O/C(=C\c2ccc(O)c(Br)c2)C(c2cc(Br)c(O)c(Br)c2)=C1C(=O)c1cc(Br)c(O)c(Br)c1	4.96	1	IC50	35	out-of-scope	0.108	ketoconazole	False
CHEMBL2204152	O=C1O/C(=C\c2cc(Br)c(O)c(Br)c2)C(c2ccc(O)c(Br)c2)=C1C(=O)c1cc(Br)c(O)c(Br)c1	5.05	3	IC50	35	out-of-scope	0.108	ketoconazole	False
CHEMBL2204154	O=C1O/C(=C\c2cc(Br)c(O)c(Br)c2)C(c2cc(Br)c(O)c(Br)c2)=C1C(=O)c1cc(Br)c(O)c(Br)c1	4.21	1	IC50	36	out-of-scope	0.103	ketoconazole	False
CHEMBL2204155	COc1c(Br)cc([C@H](O)C2=C(c3ccc(O)c(Br)c3)/C(=C/c3ccc(O)c(Br)c3)OC2=O)cc1Br	4.305	2	IC50	35	out-of-scope	0.11	bifonazole	False
CHEMBL2204157	COC(=O)C1=C(c2cc(Br)c(O)c(Br)c2)C(=O)OC1=C(c1cc(Br)c(O)c(Br)c1)c1cc(Br)c(O)c(Br)c1	4.98	2	IC50	38	out-of-scope	0.125	ketoconazole	False
CHEMBL2204158	COC(=O)C(C(=O)c1cc(Br)c(O)c(Br)c1)=C(C(=O)OC)c1cc(Br)c(O)c(Br)c1	4.58	1	IC50	30	out-of-scope	0.1	ketoconazole	False
CHEMBL2204159	COC(=O)C(C(=O)c1cc(Br)c(O)c(Br)c1)=C(C(=O)OC)c1ccc(O)c(Br)c1	4.32	1	IC50	29	out-of-scope	0.106	ketoconazole	False
CHEMBL2206669	O=C([C@H]1O[C@@H]2CN(Cc3ccccc3)C(=O)[C@H]1O2)N1CCCCC1	6.01	1	IC50	24	out-of-scope	0.144	ketoconazole	False
CHEMBL2206670	CC(C)C[C@@H](CO)NC(=O)C1O[C@H]2CN(Cc3ccccc3)C(=O)[C@@H]1O2	6.26	1	IC50	26	out-of-scope	0.146	fenticonazole	False
CHEMBL2206671	CC(C)C[C@@H](CO)NC(=O)C1O[C@@H]2CN(Cc3ccccc3)C(=O)[C@H]1O2	5.96	1	IC50	26	out-of-scope	0.146	fenticonazole	False
CHEMBL2206674	COC(=O)[C@H](CC(C)C)N1C[C@@H]2O[C@@H](C(=O)N3CCCCC3)[C@@H](O2)C1=O	6.05	1	IC50	26	out-of-scope	0.13	posaconazole	False
CHEMBL2206676	COC(=O)[C@@H](CC(C)C)N1C[C@@H]2O[C@@H](C(=O)N3CCCCC3)[C@@H](O2)C1=O	6.05	1	IC50	26	out-of-scope	0.13	posaconazole	False
CHEMBL2206677	COC(=O)[C@@H](CC(C)C)N1C[C@H]2O[C@H](C(=O)N3CCCCC3)[C@H](O2)C1=O	6.13	1	IC50	26	out-of-scope	0.13	posaconazole	False
CHEMBL2206678	CCCCNC(=O)[C@H](C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](CCCC)N1CCN(C(=O)N2CCN(C)CC2)[C@H](Cc2ccccc2)C1=O)C(C)C.Cl	7.92	1	Ki	54	out-of-scope	0.139	posaconazole	False
CHEMBL2295881	CC(C)[C@H](N)C(=O)OC1Cc2c(cccc2N(C)CC#CC#CC(C)(C)C)NC1=O	4.42	1	IC50	30	out-of-scope	0.123	ketoconazole	False
CHEMBL2296995	Oc1ccc(/C=N/NC(=S)N2CCNCC2)cc1	5.71	1	IC50	18	out-of-scope	0.103	efinaconazole	False
CHEMBL2296996	C/C(=N\NC(=S)N1CCNCC1)c1ccc(O)cc1	5.59	1	IC50	19	out-of-scope	0.115	efinaconazole	False
CHEMBL2296997	C/C(=N\NC(=S)N1CCNCC1)c1cccc([N+](=O)[O-])c1	5.7	1	IC50	21	out-of-scope	0.118	ketoconazole	False
CHEMBL2296998	COc1ccc(/C=N/NC(=S)N2CCNCC2)cc1	5.67	1	IC50	19	out-of-scope	0.126	ketoconazole	False
CHEMBL2296999	S=C(N/N=C/c1ccc(Cl)cc1)N1CCNCC1	5.73	1	IC50	18	out-of-scope	0.143	ketoconazole	False
CHEMBL2297000	C/C(=N/NC(=S)N1CCNCC1)c1ccccc1	5.43	1	IC50	18	out-of-scope	0.123	bifonazole	False
CHEMBL2297001	S=C(N/N=C/c1ccccc1)N1CCNCC1	5.73	1	IC50	17	out-of-scope	0.125	bifonazole	False
CHEMBL2297002	C/C(=N\NC(=S)N1CCNCC1)c1ccc(Cl)cc1	5.47	1	IC50	19	out-of-scope	0.167	ketoconazole	False
CHEMBL2297003	Cc1ccc(/C=N/NC(=S)N2CCNCC2)cc1	5.43	1	IC50	18	out-of-scope	0.115	efinaconazole	False
CHEMBL2297230	S=C(NN=C(c1ccccc1)c1ccccc1)N1CCNCC1	5.83	1	IC50	23	out-of-scope	0.127	bifonazole	False
CHEMBL2335416	COc1cc(C(C)C#Cc2c(C)nc(N)nc2N)cc(N2CCOCC2)c1	7.68	1	IC50	27	in-envelope-novel	0.167	posaconazole	True
CHEMBL2335417	CCc1nc(N)nc(N)c1C#CC(C)c1cc(OC)cc(N2CCOCC2)c1	7.64	1	IC50	28	in-envelope-novel	0.177	itraconazole	True
CHEMBL2335418	COc1cc(-c2ccncc2)cc(C(C)C#Cc2c(C)nc(N)nc2N)c1	7.21	1	IC50	27	in-envelope-novel	0.149	bifonazole	True
CHEMBL2335419	CCc1nc(N)nc(N)c1C#CC(C)c1cc(OC)cc(-c2ccncc2)c1	7.22	1	IC50	28	in-envelope-novel	0.153	isavuconazole	True
CHEMBL2335420	CCc1nc(N)nc(N)c1C#CCc1cc(OC)cc(-c2cccc3cnccc23)c1	7.15	1	IC50	31	in-envelope-novel	0.12	sertaconazole	True
CHEMBL2335421	CCc1nc(N)nc(N)c1C#CC(C)c1cc(OC)cc(-c2cccc3cnccc23)c1	7.77	1	IC50	32	in-envelope-novel	0.128	isavuconazole	True
CHEMBL2335422	CCc1nc(N)nc(N)c1C#CCc1cc(OC)cc(-c2ccc3c(c2)OCCO3)c1	7.11	1	IC50	31	in-envelope-novel	0.114	isavuconazole	True
CHEMBL2335423	CCc1nc(N)nc(N)c1C#CC(C)c1cc(OC)cc(-c2ccc3c(c2)OCCO3)c1	7.64	1	IC50	32	in-envelope-novel	0.132	isavuconazole	True
CHEMBL2356578	Cc1cc(OCCOCC[N+](C)(C)Cc2ccccc2)ccc1C(C)(C)CC(C)(C)C.[Cl-]	5.05	1	IC50	32	out-of-scope	0.127	clotrimazole	False
CHEMBL2369134	CCCCCCCCCCCCC[C@@H]1CC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@H](C)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](C(C)C)C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N2CC[C@H](O)[C@H]2C(=O)N[C@@H]([C@H](O)CC(N)=O)C(=O)NCC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCCNC(=O)C(N)CCCN)C(=O)O1	8.1	1	IC50	116	out-of-scope	0.118	ketoconazole	False
CHEMBL2370264	CCCCCCCCOc1ccc(C(=O)N[C@H]2CCCNC(=O)[C@@H]3[C@@H](O)[C@@H](C)CN3C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCc3ccc(O)cc3)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@H]([C@@H](C)O)NC2=O)cc1	5.52	1	IC50	69	out-of-scope	0.153	posaconazole	False
CHEMBL2370269	CCCCCCCCOc1ccc(C(=O)N[C@H]2CCCNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCc3ccc(O)cc3)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@H]([C@@H](C)O)NC2=O)cc1	5.0	1	IC50	68	out-of-scope	0.147	posaconazole	False
CHEMBL2370274	CCCCCCCCOc1ccc(C(=O)N[C@H]2CCCNC(=O)[C@@H]3CCCN3C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCc3ccc(O)cc3)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@H]([C@@H](C)O)NC2=O)cc1	5.0	1	IC50	67	out-of-scope	0.149	posaconazole	False
CHEMBL2370651	CCCCCCCCCCCCC[C@@H]1CC(=O)N[C@@H]([C@H](C)O)C(=O)N[C@H](C)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](C(C)C)C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N2CC[C@H](O)[C@H]2C(=O)N[C@@H]([C@H](O)CC(N)=O)C(=O)NCC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCCNC(C)=O)C(=O)O1	6.64	1	IC50	111	out-of-scope	0.123	ketoconazole	False
CHEMBL2370652	CCCCCCCCCCCCC[C@@H]1CC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@H](C)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](C(C)C)C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N2CC[C@H](O)[C@H]2C(=O)N[C@@H]([C@H](O)CC(N)=O)C(=O)NCC(=O)N[C@H]([C@@H](C)O)C(=O)N[C@@H](CCCNC(=O)CN)C(=O)O1	7.7	1	IC50	112	out-of-scope	0.121	ketoconazole	False
CHEMBL2370654	CCCCCCCCCCCCC[C@@H]1CC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@H](C)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](C(C)C)C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N2CC[C@H](O)[C@H]2C(=O)N[C@@H]([C@H](O)CC(N)=O)C(=O)NCC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@H](CCCNC(=O)C(N)CCCN)C(=O)O1	8.3	1	IC50	116	out-of-scope	0.118	ketoconazole	False
CHEMBL2370655	CCCCCCCCCCCCC[C@@H]1CC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@H](C)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](C(C)C)C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N2CC[C@H](O)[C@H]2C(=O)N[C@@H]([C@H](O)CC(N)=O)C(=O)NCC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCCNC(=O)OC(C)(C)C)C(=O)O1	7.92	1	IC50	115	out-of-scope	0.119	ketoconazole	False
CHEMBL2370657	CCCCCCCCCCCCC[C@@H]1CC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@H](C)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](C(C)C)C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N2CC[C@H](O)[C@H]2C(=O)N[C@@H]([C@H](O)CC#N)C(=O)NCC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCN)C(=O)O1	7.72	1	IC50	106	out-of-scope	0.125	posaconazole	False
CHEMBL2370664	CCCCCCCCCCCCC[C@@H]1CC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@H](C)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](C(C)C)C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N2CC[C@H](O)[C@H]2C(=O)N[C@@H]([C@H](O)CC(N)=O)C(=O)NCC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCCN(C)C)C(=O)O1	7.35	1	IC50	110	out-of-scope	0.117	ketoconazole	False
CHEMBL2370665	CCCCCCCCCCCCC[C@@H]1CC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@H](C)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](C(C)C)C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N2CC[C@H](O)[C@H]2C(=O)N[C@@H]([C@H](O)CC(N)=O)C(=O)NCC(=O)N[C@H]([C@@H](C)O)C(=O)N[C@@H](CCCN(CCN)CCN)C(=O)O1	8.7	1	IC50	114	out-of-scope	0.115	ketoconazole	False
